NAME,STNAME,STABBR,SCHLEV,YEAR,CCDNF,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,Z32,Z33
MADISON BORO SCH DIST,NEW JERSEY,NJ,3,97,1,21206000,257000,2617000,18332000,22366000,13666000,9569000
OLD BRIDGE TWP PUBLIC SCHS.,NEW JERSEY,NJ,3,97,1,89197000,1456000,32755000,54986000,89367000,54796000,39305000
MAGNOLIA BORO SCH DIST,NEW JERSEY,NJ,1,97,1,4570000,170000,2004000,2396000,4614000,2491000,1757000
MAHWAH TWP SCH DIST,NEW JERSEY,NJ,3,97,1,28057000,491000,3678000,23888000,33630000,16938000,11651000
MAINLAND REG HIGH SCHOOL DIST,NEW JERSEY,NJ,2,97,1,13090000,347000,4451000,8292000,13682000,7564000,5041000
MANALAPAN-ENGLISHTOWN REG SCH DIST,NEW JERSEY,NJ,1,97,1,39569000,656000,15285000,23628000,38079000,24766000,16875000
MANASQUAN BORO SCH DIST,NEW JERSEY,NJ,3,97,1,14774000,177000,1268000,13329000,18269000,8197000,5626000
MANCHESTER TWP SCH DIST,NEW JERSEY,NJ,3,97,1,27629000,591000,4603000,22435000,30930000,15825000,10034000
MANNINGTON TWP SCH DIST,NEW JERSEY,NJ,1,97,1,2182000,102000,628000,1452000,2219000,1040000,824000
MANSFIELD TWP SCH DIST,NEW JERSEY,NJ,1,97,1,2685000,128000,382000,2175000,2616000,1580000,1197000
MANSFIELD TWP SCH DIST,NEW JERSEY,NJ,1,97,1,5522000,189000,2069000,3264000,6305000,3322000,2461000
NORTH WARREN REG SCH DIST,NEW JERSEY,NJ,2,97,1,9781000,74000,3641000,6066000,9684000,5541000,4026000
MANTOLOKING BORO SCH DIST,NEW JERSEY,NJ,6,97,1,229000,0,7000,222000,196000,9000,0
MANTUA TWP SCH DIST,NEW JERSEY,NJ,1,97,1,8938000,240000,4125000,4573000,8988000,5366000,3652000
MANVILLE BORO SCH DIST,NEW JERSEY,NJ,3,97,1,11394000,219000,3093000,8082000,11890000,7287000,4650000
MAPLE SHADE TWP SCH DIST,NEW JERSEY,NJ,3,97,1,17362000,502000,3854000,13006000,16872000,10618000,7372000
MARGATE CITY SCH DIST,NEW JERSEY,NJ,1,97,1,8359000,164000,915000,7280000,8168000,4000000,2721000
MARLBORO TWP SCH DIST,NEW JERSEY,NJ,1,97,1,38081000,409000,10745000,26927000,41789000,22365000,14721000
MATAWAN-ABERDEEN REG SCH DIST,NEW JERSEY,NJ,3,97,1,39909000,708000,10622000,28579000,38864000,23711000,15467000
MAURICE RIVER TWP SCH DIST,NEW JERSEY,NJ,1,97,1,5707000,165000,3886000,1656000,6774000,2775000,1835000
MAYWOOD BORO SCH DIST,NEW JERSEY,NJ,1,97,1,10402000,172000,1102000,9128000,9993000,4430000,3154000
MEDFORD LAKES BOROUGH SCH DIST,NEW JERSEY,NJ,1,97,1,4754000,63000,1277000,3414000,4828000,3254000,2561000
MEDFORD TWP SCH DIST,NEW JERSEY,NJ,1,97,1,23294000,305000,6591000,16398000,29419000,14154000,9761000
MENDHAM BORO SCH DIST,NEW JERSEY,NJ,1,97,1,5504000,59000,736000,4709000,5553000,3241000,2318000
MENDHAM TWP SCH DIST,NEW JERSEY,NJ,1,97,1,6270000,59000,728000,5483000,6061000,3971000,2773000
MERCER CO VOCATIONAL SCHS,NEW JERSEY,NJ,5,97,1,8125000,326000,2872000,4927000,8471000,5187000,2498000
MERCHANTVILLE BORO SCH DIST,NEW JERSEY,NJ,1,97,1,4821000,141000,1630000,3050000,8108000,2248000,1608000
METUCHEN BORO SCH DIST,NEW JERSEY,NJ,3,97,1,18031000,229000,2170000,15632000,17647000,11355000,8047000
MIDDLE TWP SCH DIST,NEW JERSEY,NJ,3,97,1,25057000,711000,10582000,13764000,24102000,14742000,10265000
MIDDLESEX BORO SCH DIST,NEW JERSEY,NJ,3,97,1,17465000,334000,4846000,12285000,17477000,11524000,8115000
MIDDLESEX CO VOC SCH,NEW JERSEY,NJ,5,97,1,32575000,2388000,12203000,17984000,33069000,20970000,13169000
MIDDLETOWN TWP SCH DIST,NEW JERSEY,NJ,3,97,1,95348000,1564000,21131000,72653000,93488000,57284000,40950000
MIDLAND PARK SCH DIST,NEW JERSEY,NJ,3,97,1,11953000,199000,1400000,10354000,11905000,7535000,5039000
MILFORD BORO SCH DIST,NEW JERSEY,NJ,1,97,1,1517000,32000,310000,1175000,1456000,795000,566000
MILLBURN TWP SCH DIST,NEW JERSEY,NJ,3,97,1,32637000,318000,3181000,29138000,43711000,20768000,13658000
MILLSTONE TWP SCH DIST,NEW JERSEY,NJ,1,97,1,12776000,164000,2226000,10386000,13107000,5621000,3686000
MILLSTONE BORO SCH DIST,NEW JERSEY,NJ,6,97,1,509000,0,45000,464000,443000,13000,0
MILLTOWN BORO SCH DIST,NEW JERSEY,NJ,1,97,1,8538000,87000,1222000,7229000,10454000,3247000,2277000
MILLVILLE CITY SCHOOL DISTRICT,NEW JERSEY,NJ,3,97,1,51811000,2063000,37749000,11999000,51561000,30292000,20564000
MINE HILL TWP SCH DIST,NEW JERSEY,NJ,1,97,1,3993000,41000,444000,3508000,4089000,1803000,1247000
MONMOUTH BEACH BORO SCH DIST,NEW JERSEY,NJ,1,97,1,2362000,34000,355000,1973000,2318000,1588000,1190000
MONMOUTH REG HIGH SCHOOL DIST,NEW JERSEY,NJ,2,97,1,16982000,730000,4693000,11559000,15733000,8705000,5693000
MONROE TWP SCH DIST,NEW JERSEY,NJ,3,97,1,36020000,1103000,20476000,14441000,37057000,17467000,12847000
MONROE TWP SCH DIST,NEW JERSEY,NJ,3,97,1,29757000,368000,3977000,25412000,29639000,17184000,10809000
MONTAGUE TWP SCH DIST,NEW JERSEY,NJ,1,97,1,5154000,204000,1748000,3202000,4730000,1924000,1356000
MONTCLAIR TOWN SCH DIST,NEW JERSEY,NJ,3,97,1,60515000,1294000,10571000,48650000,62188000,39577000,28527000
MONTGOMERY TWP SCH DIST,NEW JERSEY,NJ,3,97,1,23204000,157000,2316000,20731000,43171000,13079000,8281000
MONTVALE BORO SCHOOL DIST,NEW JERSEY,NJ,1,97,1,8275000,76000,1051000,7148000,8075000,5492000,3855000
MONTVILLE TWP SCH DIST,NEW JERSEY,NJ,3,97,1,31887000,224000,3419000,28244000,29721000,18178000,12865000
MOONACHIE BORO SCH DIST,NEW JERSEY,NJ,1,97,1,4469000,58000,574000,3837000,4615000,1950000,1427000
MOORESTOWN TWP SCH DIST,NEW JERSEY,NJ,3,97,1,31580000,527000,3499000,27554000,40122000,18154000,12303000
MORRIS CO VOC TECH (HIGHER ED),NEW JERSEY,NJ,5,97,1,8210000,602000,1801000,5807000,8545000,4597000,2181000
MORRIS HILLS REGIONAL DIST,NEW JERSEY,NJ,2,97,1,29819000,268000,7023000,22528000,30289000,19282000,11958000
MORRIS PLAINS SCH DIST,NEW JERSEY,NJ,1,97,1,8387000,56000,799000,7532000,7929000,3745000,2741000
MORRIS SCH DIST,NEW JERSEY,NJ,3,97,1,56089000,1403000,7533000,47153000,56223000,32075000,20871000
MOUNT ARLINGTON BORO SCH DIST,NEW JERSEY,NJ,1,97,1,5239000,101000,900000,4238000,5417000,2445000,1752000
MT EPHRAIM BORO SCH DIST,NEW JERSEY,NJ,1,97,1,4605000,135000,1903000,2567000,4481000,1792000,1314000
MOUNT HOLLY TWP SCH DIST,NEW JERSEY,NJ,1,97,1,13264000,716000,6615000,5933000,12449000,7126000,4927000
MT LAUREL TWP SCH DIST,NEW JERSEY,NJ,1,97,1,34803000,525000,3970000,30308000,31932000,20365000,13781000
MT OLIVE TWP SCH DIST,NEW JERSEY,NJ,3,97,1,38908000,501000,13894000,24513000,38407000,24059000,15964000
MOUNTAIN LAKES BORO SCH DIST,NEW JERSEY,NJ,3,97,1,18968000,78000,1630000,17260000,17965000,11321000,8800000
MOUNTAINSIDE BORO SCHOOL DIST,NEW JERSEY,NJ,1,97,1,5306000,39000,528000,4739000,5280000,3116000,2061000
MULLICA TWP SCH DIST,NEW JERSEY,NJ,1,97,1,6535000,510000,3640000,2385000,6374000,4039000,2967000
NATIONAL PARK BORO SCHOOL DIST,NEW JERSEY,NJ,1,97,1,2633000,60000,1789000,784000,2601000,1672000,1213000
NEPTUNE CITY BORO SCHOOL DIST,NEW JERSEY,NJ,1,97,1,4791000,172000,1240000,3379000,4721000,2028000,1466000
NEPTUNE TWP BOARD OF EDUC,NEW JERSEY,NJ,3,97,1,44931000,1678000,17364000,25889000,41615000,22368000,16139000
NETCONG BORO SCH DIST,NEW JERSEY,NJ,1,97,1,2612000,37000,638000,1937000,2688000,1563000,1085000
NEW BRUNSWICK CITY SCHOOL DIST,NEW JERSEY,NJ,3,97,1,54873000,4295000,26052000,24526000,58482000,33802000,24213000
NEW HANOVER TWP SCH DIST,NEW JERSEY,NJ,1,97,1,2130000,326000,841000,963000,2167000,971000,609000
NEW MILFORD BORO SCH DIST,NEW JERSEY,NJ,3,97,1,17834000,290000,2291000,15253000,17789000,11072000,7346000
NEW PROVIDENCE BORO SCH DIST,NEW JERSEY,NJ,3,97,1,17564000,138000,1613000,15813000,18738000,11913000,8104000
NEWARK CITY SCHOOL SYSTEM,NEW JERSEY,NJ,3,97,1,585928000,40851000,441547000,103530000,552921000,352777000,224576000
NEWFIELD BORO SCH DIST,NEW JERSEY,NJ,6,97,0,1937000,19000,1248000,670000,1668000,13000,13000
NEWTON TOWN SCH DIST,NEW JERSEY,NJ,3,97,1,16707000,501000,5239000,10967000,17408000,10960000,7409000
NORTH ARLINGTONORTH BORO SCH DIST,NEW JERSEY,NJ,3,97,1,13656000,285000,2195000,11176000,13799000,7532000,5243000
NORTH BERGENORTH TWP SCHOOL DIST,NEW JERSEY,NJ,3,97,1,53302000,2062000,20013000,31227000,56325000,33820000,23233000
NORTH BRUNSWICK TWP SCH DIST,NEW JERSEY,NJ,3,97,1,42628000,750000,9294000,32584000,55310000,24760000,17254000
NORTH CALDWELL BORO SCH DIST,NEW JERSEY,NJ,1,97,1,5274000,44000,534000,4696000,7617000,3258000,2164000
NORTH HALEDONORTH BORO SCH DIST,NEW JERSEY,NJ,1,97,1,5204000,102000,676000,4426000,5132000,3065000,2344000
NORTH HANOVER TWP SCH DIST,NEW JERSEY,NJ,1,97,1,16465000,9468000,5052000,1945000,14445000,6906000,4694000
NORTH HUNTERDON-VORHEES REG SCH DIST,NEW JERSEY,NJ,2,97,1,26743000,346000,6780000,19617000,28242000,15998000,10997000
NORTH PLAINFIELD BORO SCHOOL DIST,NEW JERSEY,NJ,3,97,1,27646000,611000,9607000,17428000,27092000,17818000,11430000
NORTH WILDWOOD CITY SCHOOL DIST,NEW JERSEY,NJ,1,97,1,5619000,232000,886000,4501000,5852000,2752000,1857000
NORTH BURLINGTOM CO REG HIGH SCHOOL DIST,NEW JERSEY,NJ,2,97,1,16642000,1147000,8274000,7221000,19421000,9593000,6187000
NORTH HIGHLANDS REG HIGH SCHOOL DIST,NEW JERSEY,NJ,2,97,1,11394000,34000,1155000,10205000,10718000,7056000,4776000
NORTHERN VALLEY REG HIGH SCHOOL DISTRICT,NEW JERSEY,NJ,2,97,1,26104000,315000,3102000,22687000,26225000,16886000,11293000
NORTHFIELD CITY SCHOOL DIST,NEW JERSEY,NJ,1,97,1,7154000,141000,1315000,5698000,15679000,3834000,2716000
NORTHVALE BORO SCH DIST,NEW JERSEY,NJ,1,97,1,4999000,59000,610000,4330000,4957000,3120000,2318000
NORWOOD BORO SCH DIST,NEW JERSEY,NJ,1,97,1,5815000,45000,700000,5070000,5911000,3378000,2476000
NUTLEY TOWN SCH DIST,NEW JERSEY,NJ,3,97,1,34173000,502000,4265000,29406000,34161000,23187000,15395000
OAKLAND BORO SCH DIST,NEW JERSEY,NJ,1,97,1,14731000,164000,1796000,12771000,14953000,10281000,7321000
OAKLYN BORO SCH DIST,NEW JERSEY,NJ,3,97,1,5035000,135000,1952000,2948000,5193000,2347000,1659000
OCEAN CITY SCHOOL DIST,NEW JERSEY,NJ,3,97,1,27943000,471000,3249000,24223000,26985000,17353000,13120000
OCEAN COUNTY VOCATIONAL SCHOOL,NEW JERSEY,NJ,5,97,1,15787000,858000,5942000,8987000,17268000,9465000,4278000
OCEAN GATE BORO SCH DIST,NEW JERSEY,NJ,1,97,1,1576000,61000,579000,936000,1698000,835000,611000
OCEAN TWP SCHOOL DIST,NEW JERSEY,NJ,3,97,1,38481000,704000,10786000,26991000,48483000,23828000,16714000
OCEAN TWP SCH DIST,NEW JERSEY,NJ,1,97,1,10795000,275000,3530000,6990000,11444000,3118000,2120000
OCEANPORT BORO SCH DIST,NEW JERSEY,NJ,1,97,1,6936000,84000,613000,6239000,5658000,3338000,2241000
OGDENSBURG BORO SCH DIST,NEW JERSEY,NJ,1,97,1,3431000,94000,1770000,1567000,3435000,2136000,1647000
OLD TAPPAN BORO SCH DIST,NEW JERSEY,NJ,1,97,1,5760000,29000,537000,5194000,5345000,3285000,2439000
OLDMANS TWP SCH DIST,NEW JERSEY,NJ,1,97,1,3360000,99000,1779000,1482000,3198000,1527000,1089000
ORADELL BORO SCH DIST,NEW JERSEY,NJ,1,97,1,6282000,70000,771000,5441000,6135000,3182000,2268000
RIVER DELL REGIONAL HIGH SCH DIST,NEW JERSEY,NJ,2,97,1,16012000,108000,1834000,14070000,18735000,10450000,7188000
ORANGE CITY TWP SCH DIST,NEW JERSEY,NJ,3,97,1,47673000,2558000,29793000,15322000,45477000,22903000,16656000
OXFORD TWP SCH DIST,NEW JERSEY,NJ,1,97,1,2360000,68000,797000,1495000,2456000,1060000,676000
PALISADES PARK BORO SCH DIST,NEW JERSEY,NJ,3,97,1,13724000,299000,1979000,11446000,13084000,7834000,5982000
PALYMRA BORO SCH DIST,NEW JERSEY,NJ,3,97,1,10299000,279000,3736000,6284000,10080000,5671000,4059000
PARAMUS BORO SCH DIST,NEW JERSEY,NJ,3,97,1,41610000,412000,4916000,36282000,42383000,26231000,17919000
PARK RIDGE BORO SCH DIST,NEW JERSEY,NJ,3,97,1,11817000,93000,1222000,10502000,11902000,7206000,5249000
PARSIPPANY TROY HILLS SCHOOL DIST,NEW JERSEY,NJ,3,97,1,69240000,1041000,9111000,59088000,72155000,46374000,31548000
PASCACK VALLEY REG HIGH SCHOOL DIST,NEW JERSEY,NJ,2,97,1,19863000,158000,2569000,17136000,22240000,14873000,10361000
PASSAIC CITY SCH DIST,NEW JERSEY,NJ,3,97,1,109598000,6164000,83595000,19839000,105105000,63224000,44477000
PASSAIC CO H SCH DIST 1,NEW JERSEY,NJ,2,97,1,13110000,122000,1642000,11346000,12826000,7187000,4671000
PASSAIC CNTY-MANCHESTER REG SCHOOL DIST,NEW JERSEY,NJ,2,97,1,7855000,123000,2401000,5331000,7641000,4480000,2883000
PASSAIC CO VOCATIONAL SCHOOLS,NEW JERSEY,NJ,5,97,1,30038000,1633000,8729000,19676000,30736000,19485000,11336000
LONG HILL TWP SCHOOL DIST,NEW JERSEY,NJ,1,97,1,8860000,89000,974000,7797000,10455000,4655000,3226000
PATERSON CITY SCHOOL DISTRICT,NEW JERSEY,NJ,3,97,1,248023000,18545000,185389000,44089000,256547000,145742000,106003000
PAULSBORO BORO SCH DIST,NEW JERSEY,NJ,3,97,1,13025000,673000,6823000,5529000,12572000,7192000,5157000
PEMBERTON BORO SCH DIST,NEW JERSEY,NJ,1,97,1,1924000,62000,1262000,600000,1944000,839000,502000
PEMBERTON TWP SCH DIST,NEW JERSEY,NJ,3,97,1,63254000,3212000,47439000,12603000,65644000,39184000,25627000
PENNS GROVE CARNEYS POINT REG SCH DIST,NEW JERSEY,NJ,3,97,1,22353000,1254000,14469000,6630000,23443000,13877000,9774000
PENNSAUKEN TWP SCH DIST,NEW JERSEY,NJ,3,97,1,51451000,1864000,22874000,26713000,50321000,32710000,21635000
PEQUANNOCK TWP SCH DIST,NEW JERSEY,NJ,3,97,1,21113000,209000,3454000,17450000,21116000,13242000,9308000
PERTH AMBOY SCH DIST,NEW JERSEY,NJ,3,97,1,79615000,4609000,54460000,20546000,81056000,43440000,29261000
PHILLIPSBURG TOWN SCHOOL DIST,NEW JERSEY,NJ,3,97,1,31879000,899000,18347000,12633000,32281000,20341000,14172000
PINE HILL BORO SCH DIST,NEW JERSEY,NJ,1,97,1,8569000,375000,4986000,3208000,8365000,4913000,3345000
PINELANDS REG SCH DIST,NEW JERSEY,NJ,2,97,1,19733000,365000,8356000,11012000,18849000,10713000,6350000
PISCATAWAY TWP SCH DIST,NEW JERSEY,NJ,3,97,1,64887000,1060000,15787000,48040000,65264000,38399000,26850000
PITMAN BORO SCH DIST,NEW JERSEY,NJ,3,97,1,14461000,358000,7984000,6119000,14238000,9458000,6750000
PITTSGROVE TWP SCH DIST,NEW JERSEY,NJ,3,97,1,16155000,473000,9838000,5844000,15512000,9632000,5994000
PLAINFIELD SCHOOL DISTRICT,NEW JERSEY,NJ,3,97,1,73292000,4199000,49005000,20088000,70448000,43290000,28693000
PLEASANTVILLE CITY SCHOOL DIST,NEW JERSEY,NJ,3,97,1,33965000,2167000,23494000,8304000,38914000,17598000,11422000
PLUMSTED TWP SCH DIST,NEW JERSEY,NJ,1,97,1,11179000,606000,6462000,4111000,11049000,4275000,2896000
POHATCONG TWP SCH DIST,NEW JERSEY,NJ,1,97,1,5152000,91000,1718000,3343000,16463000,2086000,1485000
POINT PLEASANT BOROUGH SCH DIST,NEW JERSEY,NJ,3,97,1,26461000,533000,6650000,19278000,28645000,14809000,10105000
PT PLEASANT BEACH BORO SCH DIST,NEW JERSEY,NJ,3,97,1,9407000,156000,1073000,8178000,9727000,5568000,3746000
POMPTON LAKES BORO SCHOOL DIST,NEW JERSEY,NJ,3,97,1,16692000,198000,3504000,12990000,16241000,9556000,6764000
PORT REPUBLIC CITY SCHOOL DIST,NEW JERSEY,NJ,1,97,1,1891000,19000,847000,1025000,1831000,763000,565000
PRINCETON REG SCH DIST,NEW JERSEY,NJ,3,97,1,35835000,486000,4482000,30867000,36202000,22472000,14988000
PROSPECT PARK BORO SCHOOL DIST,NEW JERSEY,NJ,1,97,1,4215000,184000,1932000,2099000,4231000,2447000,1916000
QUINTON TWP SCH DIST,NEW JERSEY,NJ,1,97,1,3826000,127000,2244000,1455000,3842000,1640000,1165000
RAHWAY SCHOOL DIST,NEW JERSEY,NJ,3,97,1,31997000,1062000,8006000,22929000,30327000,17624000,12447000
RAMAPO-INDIAN HILLS REG HIGH SCHOOL DIST,NEW JERSEY,NJ,2,97,1,26290000,222000,2552000,23516000,26741000,17184000,11929000
RAMSEY BORO SCH DIST,NEW JERSEY,NJ,3,97,1,26887000,190000,3079000,23618000,34458000,17467000,12640000
RANCOCAS VALLEY REG HIGH SCHOOL DIST,NEW JERSEY,NJ,2,97,1,16287000,291000,8226000,7770000,15753000,9329000,5661000
RANDOLPH TWP SCH DIST,NEW JERSEY,NJ,3,97,1,44058000,428000,12927000,30703000,44882000,28837000,18608000
HAZLET TWP SCH DIST,NEW JERSEY,NJ,3,97,1,31417000,500000,11988000,18929000,30754000,19704000,13621000
READINGTON TWP SCH DIST,NEW JERSEY,NJ,1,97,1,16472000,194000,1993000,14285000,15484000,9734000,7054000
RED BANK BORO SCH DIST,NEW JERSEY,NJ,1,97,1,9716000,600000,1883000,7233000,9895000,5862000,3892000
RED BANK REGIONAL HIGH SCH DIST,NEW JERSEY,NJ,2,97,1,13834000,188000,2207000,11439000,13978000,7432000,5277000
RIDGEFIELD BORO SCH DIST,NEW JERSEY,NJ,3,97,1,19254000,279000,2854000,16121000,20011000,12088000,9465000
RIDGEFIELD PARK VIL SCHOOL D,NEW JERSEY,NJ,3,97,1,16518000,315000,2022000,14181000,16000000,10088000,7299000
RIDGEWOOD TWP SCHOOL DISTRICT,NEW JERSEY,NJ,3,97,1,51459000,274000,4815000,46370000,52339000,32838000,23001000
RINGWOOD BORO SCH DIST,NEW JERSEY,NJ,1,97,1,14699000,261000,3961000,10477000,14410000,9267000,6097000
RIVER EDGE BORO SCH DIST,NEW JERSEY,NJ,1,97,1,9843000,126000,1082000,8635000,9800000,4542000,3238000
RIVER VALE TWP SCH DIST,NEW JERSEY,NJ,1,97,1,10822000,79000,1208000,9535000,10994000,7596000,5251000
RIVERDALE BORO SCH DIST,NEW JERSEY,NJ,1,97,1,3460000,39000,415000,3006000,3335000,1643000,1147000
RIVERSIDE TWP SCHOOL DIST,NEW JERSEY,NJ,3,97,1,9643000,389000,4437000,4817000,10031000,6137000,4305000
RIVERTON BORO SCH DIST,NEW JERSEY,NJ,1,97,1,2861000,81000,371000,2409000,3071000,1487000,1051000
ROCHELLE PARK SCH DIST,NEW JERSEY,NJ,1,97,1,6018000,106000,635000,5277000,5749000,2732000,1941000
ROCKAWAY BORO SCH DIST,NEW JERSEY,NJ,1,97,1,5496000,97000,740000,4659000,4948000,2990000,2128000
ROCKAWAY TWP SCH DIST,NEW JERSEY,NJ,1,97,1,24532000,556000,2973000,21003000,23788000,15395000,10499000
ROCKLEIGH BORO SCH DIST,NEW JERSEY,NJ,6,97,1,206000,0,25000,181000,192000,7000,0
ROCKY HILL BORO SCH DIST,NEW JERSEY,NJ,6,97,1,616000,0,50000,566000,640000,12000,0
ROOSEVELT BORO SCH DIST,NEW JERSEY,NJ,1,97,1,1778000,17000,529000,1232000,1820000,637000,440000
ROSELAND BORO SCH DIST,NEW JERSEY,NJ,1,97,1,3233000,28000,389000,2816000,3411000,2118000,1446000
ROSELLE BORO SCH DIST,NEW JERSEY,NJ,3,97,1,25663000,1057000,8420000,16186000,25359000,14346000,9992000
ROSELLE PARK BORO SCH DIST,NEW JERSEY,NJ,3,97,1,17272000,402000,5304000,11566000,16668000,11396000,7765000
ROXBURY TWP SCH DIST,NEW JERSEY,NJ,3,97,1,40771000,513000,14810000,25448000,42249000,25739000,16942000
RUMSON BORO SCH DIST,NEW JERSEY,NJ,1,97,1,7127000,56000,869000,6202000,7314000,4708000,3278000
RUMSON FAIR HAVEN REG HIGH SCHOOL DIST,NEW JERSEY,NJ,2,97,1,8570000,35000,810000,7725000,8520000,4860000,3153000
RUNNEMEDE BORO SCH DIST,NEW JERSEY,NJ,1,97,1,7964000,303000,3550000,4111000,10092000,4822000,3475000
RUTHERFORD BORO SCH DIST,NEW JERSEY,NJ,3,97,1,22125000,270000,3875000,17980000,22176000,14358000,9940000
SADDLE BROOK TWP SCH DIST,NEW JERSEY,NJ,3,97,1,14919000,233000,1821000,12865000,14711000,9199000,5977000
SADDLE RIVER BORO SCH DIST,NEW JERSEY,NJ,1,97,1,4286000,20000,416000,3850000,4457000,2129000,1656000
SALEM SCHOOL DISTRICT,NEW JERSEY,NJ,3,97,1,13528000,1422000,8113000,3993000,13693000,8213000,5763000
SALEM CO VOCATIONAL ED SCH DIST,NEW JERSEY,NJ,5,97,1,7821000,710000,2706000,4405000,7108000,2973000,1339000
SANDYSTON-WALPACK SCHOOL DIST,NEW JERSEY,NJ,1,97,1,1810000,225000,443000,1142000,1594000,1011000,716000
SAYREVILLE BORO SCH DIST,NEW JERSEY,NJ,3,97,1,38764000,860000,11049000,26855000,40708000,24187000,16925000
SCOTCH PLAINS FANWOOD REG SCHOOL DIST,NEW JERSEY,NJ,3,97,1,43404000,576000,5555000,37273000,44857000,28482000,19102000
SEA BRIGHT BORO SCH DIST,NEW JERSEY,NJ,6,97,1,684000,0,94000,590000,763000,10000,0
SEA GIRT SCH DIST,NEW JERSEY,NJ,1,97,1,2676000,5000,205000,2466000,3088000,1170000,864000
SEA ISLE CITY SCH DIST,NEW JERSEY,NJ,1,97,1,3497000,64000,642000,2791000,3487000,1651000,1154000
SEASIDE HGHTS BORO SCHOOL DIST,NEW JERSEY,NJ,1,97,1,2549000,173000,398000,1978000,2633000,1313000,940000
SEASIDE PARK BORO SCHOOL DIST,NEW JERSEY,NJ,1,97,1,1464000,18000,305000,1141000,1469000,831000,529000
SECAUCAS TOWN SCH DIST,NEW JERSEY,NJ,3,97,1,17787000,335000,2031000,15421000,17309000,10963000,7536000
SHAMONG TWP SCH DIST,NEW JERSEY,NJ,1,97,1,8697000,122000,4539000,4036000,8589000,5021000,3524000
SHILOH BORO SCH DIST,NEW JERSEY,NJ,1,97,1,612000,9000,343000,260000,588000,375000,265000
SHORE REG HIGH SCH DIST,NEW JERSEY,NJ,2,97,1,8492000,46000,932000,7514000,8608000,4856000,3212000
SHREWSBURY BORO SCH DIST,NEW JERSEY,NJ,1,97,1,3871000,59000,425000,3387000,4119000,2144000,1455000
SOMERDALE BORO SCH DIST,NEW JERSEY,NJ,1,97,1,3964000,101000,1564000,2299000,3700000,2047000,1421000
SOMERS POINT CITY SCH DIST,NEW JERSEY,NJ,1,97,1,10641000,226000,3437000,6978000,13279000,5720000,3923000
SOMERSET CO VOC SCHOOLS,NEW JERSEY,NJ,5,97,1,11609000,568000,2195000,8846000,11750000,7615000,3576000
SOMERVILLE BORO SCH DIST,NEW JERSEY,NJ,3,97,1,19765000,426000,2254000,17085000,19715000,12531000,9074000
SOUTH AMBOY CITY SCHOOL DIST,NEW JERSEY,NJ,3,97,1,11220000,320000,4010000,6890000,11333000,6061000,4207000
SOUTH BELMAR BORO SCH DIST,NEW JERSEY,NJ,6,97,1,1481000,0,126000,1355000,1578000,22000,1000
SOUTH BOUND BROOK BORO SCHOOL DIST,NEW JERSEY,NJ,1,97,1,5420000,87000,2180000,3153000,5552000,2818000,1873000
SOUTH BRUNSWICK TWP SCH DIST,NEW JERSEY,NJ,3,97,1,55984000,947000,7212000,47825000,84802000,32323000,21712000
SOUTH HACKENSACK TWP SCH DIST,NEW JERSEY,NJ,1,97,1,3687000,61000,443000,3183000,3574000,1420000,971000
SOUTH HARRISON TWP SCH DIST,NEW JERSEY,NJ,1,97,1,2146000,45000,909000,1192000,2039000,1165000,844000
SOUTH HUNTERDON REGIONAL HIGH SCHOOL DIST,NEW JERSEY,NJ,2,97,1,5875000,103000,914000,4858000,5764000,3186000,2085000
SOUTH ORANGE-MAPLEWOOD SCHOOL DIST,NEW JERSEY,NJ,3,97,1,56197000,706000,7131000,48360000,58943000,34693000,23224000
SOUTH PLAINFIELD BORO SCHOOL DIST,NEW JERSEY,NJ,3,97,1,33445000,477000,5173000,27795000,33796000,21141000,15072000
SOUTH RIVER BORO SCH DIST,NEW JERSEY,NJ,3,97,1,16708000,470000,4734000,11504000,30708000,9709000,6710000
SOUTHAMPTON TWP SCH DIST,NEW JERSEY,NJ,1,97,1,7693000,206000,2667000,4820000,9302000,4643000,3300000
SOUTHERN GLOUCESTER CNTY REG HIGH SCH DIST,NEW JERSEY,NJ,2,97,1,18362000,364000,12324000,5674000,22140000,10478000,6946000
SOUTH REGIONAL HIGH SCH DIST,NEW JERSEY,NJ,2,97,1,33619000,467000,3475000,29677000,45170000,19887000,13178000
SPARTA TWP SCH DIST,NEW JERSEY,NJ,3,97,1,28940000,312000,6941000,21687000,30486000,17410000,11894000
SPOTSWOOD BORO SCH DIST,NEW JERSEY,NJ,3,97,1,14164000,266000,3678000,10220000,16375000,8564000,5679000
SPRING LAKE BORO SCH DIST,NEW JERSEY,NJ,1,97,1,3818000,38000,441000,3339000,3719000,1429000,992000
SPRING LAKE HGHT BORO SCH DIST,NEW JERSEY,NJ,1,97,1,4607000,157000,576000,3874000,4625000,1870000,1430000
SPRINGFIELD TWP SCH DIST,NEW JERSEY,NJ,1,97,1,12452000,131000,1272000,11049000,12144000,7966000,5456000
SPRINGFIELD TWP SCH DIST,NEW JERSEY,NJ,1,97,1,2740000,35000,953000,1752000,2584000,1605000,1109000
STAFFORD TWP SCH DIST,NEW JERSEY,NJ,1,97,1,14218000,424000,3249000,10545000,13499000,7546000,4807000
