NAME,STNAME,STABBR,SCHLEV,YEAR,CCDNF,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,TCURELSC,Z32,Z33
CROWN POINT COMMUNITY SCH CORP,Indiana,IN,3,10,1,85109000,4263000,45728000,35118000,71716000,56791000,31564000,20399000
CULVER COMMUNITY SCHOOLS CORP,Indiana,IN,3,10,1,16324000,1326000,8775000,6223000,13228000,10362000,5983000,3839000
DANVILLE COMMUNITY SCHOOL CORP,Indiana,IN,3,10,1,32056000,1699000,15649000,14708000,25992000,20773000,12395000,7311000
DAVIESS-MARTIN SPECIAL ED COOP,Indiana,IN,7,10,1,6586000,2152000,262000,4172000,5635000,5545000,3303000,2899000
DECATUR COUNTY COM SCHOOLS,Indiana,IN,3,10,1,23646000,1912000,14593000,7141000,19621000,17226000,9777000,7575000
M S D DECATUR TOWNSHIP,Indiana,IN,3,10,1,103318000,8066000,46737000,48515000,78918000,61478000,35360000,21473000
DELAWARE COMMUNITY SCHOOL CORP,Indiana,IN,3,10,1,26980000,2532000,17987000,6461000,26826000,23380000,14234000,9514000
DELPHI COMMUNITY SCHOOL CORP,Indiana,IN,3,10,1,20549000,1231000,11873000,7445000,18013000,14597000,8435000,5380000
DEWEY TOWNSHIP SCHOOLS,Indiana,IN,3,10,1,2248000,78000,1606000,564000,2453000,1888000,1197000,842000
DUNELAND SCHOOL CORPORATION,Indiana,IN,3,10,1,83836000,3345000,39106000,41385000,62457000,47284000,28624000,18002000
ZIONSVILLE COMMUNITY SCHOOLS,Indiana,IN,3,10,1,82795000,2863000,37173000,42759000,51549000,47857000,34350000,24206000
EAST ALLEN COUNTY SCHOOLS,Indiana,IN,3,10,1,110359000,11967000,67260000,31132000,101143000,91043000,53866000,35986000
SCHOOL CITY OF EAST CHICAGO,Indiana,IN,3,10,1,102760000,15298000,57793000,29669000,80227000,71006000,36225000,22703000
LAKE STATION COMMUNITY SCHOOLS,Indiana,IN,3,10,1,17724000,2307000,11928000,3489000,15486000,14186000,8460000,5306000
EAST GIBSON SCHOOL CORPORATION,Indiana,IN,3,10,1,12528000,855000,7635000,4038000,10290000,9182000,5337000,3904000
EAST NOBLE SCHOOL CORP,Indiana,IN,3,10,1,46864000,4003000,26004000,16857000,35273000,32243000,19367000,12937000
EAST WASHINGTON SCHOOL CORP,Indiana,IN,3,10,1,19548000,1396000,12714000,5438000,17663000,14594000,8509000,5821000
EASTBROOK COMMUNITY SCH CORP,Indiana,IN,3,10,1,17560000,1566000,11318000,4676000,15885000,13989000,8499000,5706000
DEKALB CO EASTERN COM SCH DIST,Indiana,IN,3,10,1,33753000,9392000,11768000,12593000,29564000,22857000,13145000,8383000
EASTERN GREENE SCHOOLS,Indiana,IN,3,10,1,15606000,800000,9728000,5078000,13499000,11494000,4075000,2983000
EASTERN HANCOCK CO COM SCH CORP,Indiana,IN,3,10,1,12830000,560000,7240000,5030000,9613000,8091000,4874000,3322000
EASTERN HOWARD SCHOOL CORP,Indiana,IN,3,10,1,15370000,785000,8508000,6077000,12288000,10411000,6333000,4206000
RANDOLPH EASTERN SCHOOL CORP,Indiana,IN,3,10,1,12135000,1245000,7894000,2996000,10335000,9139000,5452000,3850000
SHELBY EASTERN SCHOOLS,Indiana,IN,3,10,1,20409000,1106000,10170000,9133000,14649000,11020000,5933000,4217000
EDINBURGH COMMUNITY SCH CORP,Indiana,IN,3,10,1,12299000,1967000,7411000,2921000,9702000,8463000,5216000,3733000
ELKHART COMMUNITY SCHOOLS,Indiana,IN,3,10,1,198440000,20993000,99203000,78244000,165643000,147244000,78931000,51994000
ELWOOD COMMUNITY SCHOOL CORP,Indiana,IN,3,10,1,21847000,4084000,13351000,4412000,21408000,17485000,10289000,6930000
EMINENCE COMMUNITY SCHOOL CORP,Indiana,IN,3,10,1,5725000,226000,3755000,1744000,5393000,4280000,2518000,1656000
EVANSVILLE VANDERBURGH SCH CORP,Indiana,IN,3,10,1,275670000,42450000,163243000,69977000,275643000,228844000,131940000,85589000
FAIRFIELD COMMUNITY SCHOOLS,Indiana,IN,3,10,1,25805000,1825000,13042000,10938000,18572000,15769000,10355000,7411000
FAYETTE COUNTY SCHOOL CORP,Indiana,IN,3,10,1,53539000,9443000,29835000,14261000,48516000,42066000,25112000,16756000
FLAT ROCK-HAWCREEK SCHOOL CORP,Indiana,IN,3,10,1,13199000,935000,7077000,5187000,12165000,8611000,4557000,3325000
FORT WAYNE COMMUNITY SCHOOLS,Indiana,IN,3,10,1,379208000,52603000,227492000,99113000,343652000,316180000,183930000,123725000
COMMUNITY SCHOOLS OF FRANKFORT,Indiana,IN,3,10,1,40376000,9275000,22688000,8413000,34607000,30022000,18209000,11808000
FRANKLIN COMMUNITY SCHOOL CORP,Indiana,IN,3,10,1,65240000,3509000,34020000,27711000,52328000,40564000,23717000,16155000
FRANKLIN COUNTY COM SCH CORP,Indiana,IN,3,10,1,32063000,1806000,19803000,10454000,26641000,23774000,12589000,9124000
LANESVILLE COMMUNITY SCHOOL CORP,Indiana,IN,3,10,1,8249000,327000,4219000,3703000,5458000,5205000,3206000,2093000
FRANKLIN TOWNSHIP COM SCH CORP,Indiana,IN,3,10,1,142527000,4921000,60740000,76866000,79564000,74134000,43407000,28779000
FREMONT COMMUNITY SCHOOLS,Indiana,IN,3,10,1,18939000,1833000,9015000,8091000,14101000,11907000,7125000,5102000
FRONTIER SCHOOL CORPORATION,Indiana,IN,3,10,1,9862000,612000,5537000,3713000,7688000,6656000,4105000,2849000
GARRETT-KEYSER-BUTLER COM,Indiana,IN,3,10,1,26739000,3664000,12370000,10705000,22566000,19746000,10696000,7306000
GARY COMMUNITY SCHOOL CORP,Indiana,IN,3,10,1,182979000,32433000,128078000,22468000,181110000,162309000,91384000,58236000
GIBSON-PIKE-WARRICK COOP,Indiana,IN,7,10,1,13751000,4755000,169000,8827000,13165000,13096000,9988000,4259000
GOSHEN COMMUNITY SCHOOLS,Indiana,IN,3,10,1,103129000,16536000,47263000,39330000,85860000,67591000,41001000,29513000
GREATER CLARK COUNTY SCHOOLS,Indiana,IN,3,10,1,136618000,16407000,76719000,43492000,117426000,101171000,60386000,42718000
GREATER JASPER CON SCHS,Indiana,IN,3,10,1,52476000,7620000,20277000,24579000,37285000,34553000,15938000,11014000
GREENCASTLE COMMUNITY SCH CORP,Indiana,IN,3,10,1,25904000,1505000,13857000,10542000,18812000,17571000,9644000,6265000
GREENFIELD-CENTRAL COM SCHOOLS,Indiana,IN,3,10,1,72493000,8898000,30022000,33573000,55146000,48636000,28305000,18798000
GREENSBURG COMMUNITY SCHOOLS,Indiana,IN,3,10,1,26180000,2433000,14847000,8900000,22207000,19161000,11715000,7921000
GREENWOOD COMMUNITY SCH CORP,Indiana,IN,3,10,1,42456000,2869000,25504000,14083000,35793000,30377000,18434000,13179000
MONROE-GREGG SCHOOL DISTRICT,Indiana,IN,3,10,1,16609000,1250000,9819000,5540000,13470000,12070000,7016000,4651000
GRIFFITH PUBLIC SCHOOLS,Indiana,IN,3,10,1,32724000,2168000,16874000,13682000,24583000,20867000,11591000,7851000
HAMILTON COMMUNITY SCHOOLS,Indiana,IN,3,10,1,7798000,983000,4461000,2354000,6509000,5283000,2959000,1945000
HAMILTON HEIGHTS SCHOOL CORP,Indiana,IN,3,10,1,29852000,1224000,15087000,13541000,24372000,18643000,9861000,6302000
SCHOOL CITY OF HAMMOND,Indiana,IN,3,10,1,190433000,27017000,106488000,56928000,162668000,144738000,80037000,49825000
HANOVER COMMUNITY SCHOOL CORP,Indiana,IN,3,10,1,23762000,1173000,11654000,10935000,17254000,13954000,7638000,5220000
WESTERN SCHOOL CORP,Indiana,IN,3,10,1,27092000,2079000,15697000,9316000,23519000,20367000,11994000,8389000
WES-DEL COMMUNITY SCHOOLS,Indiana,IN,3,10,1,9068000,636000,6039000,2393000,9557000,7301000,4573000,2986000
SCHOOL TOWN OF HIGHLAND,Indiana,IN,3,10,1,35981000,1883000,21399000,12699000,35390000,27132000,14961000,9533000
SCHOOL CITY OF HOBART,Indiana,IN,3,10,1,42664000,2959000,24594000,15111000,40463000,30679000,16683000,10384000
RIVER FOREST COMMUNITY SCH CORP,Indiana,IN,3,10,1,19388000,1986000,12464000,4938000,15667000,13913000,8039000,4877000
HUNTINGTON CO COM SCH CORP,Indiana,IN,3,10,1,68418000,7878000,39839000,20701000,57739000,53121000,30801000,20836000
INDIANAPOLIS PUBLIC SCHOOLS,Indiana,IN,3,10,1,729047000,164521000,353424000,211102000,556118000,468285000,275480000,164278000
JAC-CEN-DEL COMMUNITY SCH CORP,Indiana,IN,3,10,1,10865000,750000,6571000,3544000,8826000,7525000,4768000,3306000
JAY SCHOOL CORP,Indiana,IN,3,10,1,46517000,4846000,27799000,13872000,38260000,35207000,19375000,13293000
JENNINGS COUNTY SCHOOLS,Indiana,IN,3,10,1,65475000,6331000,36776000,22368000,56699000,52417000,27414000,19216000
JOINT ED SERVICES IN SPEC ED,Indiana,IN,7,10,1,16205000,6794000,187000,9224000,15315000,14323000,10160000,7777000
SPECIAL SERVICES - JOHNSON CO,Indiana,IN,7,10,1,10394000,8294000,263000,1837000,9936000,8562000,6073000,1984000
KANKAKEE VALLEY SCHOOL CORP,Indiana,IN,3,10,1,46076000,2945000,23168000,19963000,33264000,28491000,17315000,12111000
KNOX COMMUNITY SCHOOL CORP,Indiana,IN,3,10,1,24153000,2296000,13915000,7942000,19377000,16674000,9238000,6166000
KOKOMO-CENTER TWP CON SCH CORP,Indiana,IN,3,10,1,93411000,17351000,52977000,23083000,84016000,75136000,43651000,27942000
LAFAYETTE SCHOOL CORPORATION,Indiana,IN,3,10,1,124229000,16664000,56619000,50946000,95978000,83614000,52538000,35086000
LAKE CENTRAL SCHOOL CORP,Indiana,IN,3,10,1,125392000,8990000,62669000,53733000,119572000,98405000,55166000,39856000
LAKE RIDGE SCHOOLS,Indiana,IN,3,10,1,31927000,4486000,18076000,9365000,25692000,22679000,11842000,7812000
LAKELAND SCHOOL CORPORATION,Indiana,IN,3,10,1,26992000,2233000,15749000,9010000,21848000,19418000,11168000,7455000
WAWASEE COMMUNITY SCHOOL CORP,Indiana,IN,3,10,1,40332000,5069000,22638000,12625000,44217000,31076000,17254000,11619000
LAPORTE COMMUNITY SCHOOL CORP,Indiana,IN,3,10,1,85884000,8873000,42624000,34387000,73595000,65973000,35156000,24405000
M S D LAWRENCE TOWNSHIP,Indiana,IN,3,10,1,253460000,19312000,113570000,120578000,180764000,156383000,94539000,68347000
LAWRENCEBURG COM SCHOOL CORP,Indiana,IN,3,10,1,21284000,1282000,12712000,7290000,18377000,15444000,9158000,6287000
LEBANON COMMUNITY SCHOOL CORP,Indiana,IN,3,10,1,49604000,3581000,24301000,21722000,34910000,31049000,18088000,12073000
LIBERTY-PERRY COM SCHOOL CORP,Indiana,IN,3,10,1,11830000,1086000,7724000,3020000,10656000,9520000,5822000,3757000
LINTON-STOCKTON SCHOOL CORP,Indiana,IN,3,10,1,14722000,1592000,9196000,3934000,12519000,11297000,6436000,4424000
LOGANSPORT COMMUNITY SCH CORP,Indiana,IN,3,10,1,68771000,11718000,32016000,25037000,57958000,49043000,29292000,20247000
LOOGOOTEE COMMUNITY SCH CORP,Indiana,IN,3,10,1,11070000,815000,7467000,2788000,9705000,8759000,4536000,3238000
M S D WARREN COUNTY,Indiana,IN,3,10,1,16028000,1482000,9005000,5541000,13323000,11131000,6859000,4579000
MACONAQUAH SCHOOL CORP,Indiana,IN,3,10,1,29423000,1835000,18636000,8952000,26236000,23957000,12118000,8147000
MADISON AREA ED SPEC SRV UNIT,Indiana,IN,7,10,1,8634000,4495000,153000,3986000,8820000,8305000,5432000,4058000
MADISON CONSOLIDATED SCHOOLS,Indiana,IN,3,10,1,47552000,3331000,24311000,19910000,39221000,33613000,18303000,12555000
MADISON-GRANT UNITED SCH CORP,Indiana,IN,3,10,1,16536000,1821000,10344000,4371000,14694000,13198000,7925000,5358000
MANCHESTER COMMUNITY SCHOOLS,Indiana,IN,3,10,1,17898000,1069000,10626000,6203000,14814000,13044000,7467000,4723000
MARION COMMUNITY SCHOOLS,Indiana,IN,3,10,1,64655000,9766000,41299000,13590000,53888000,48188000,24723000,15954000
SHERIDAN COMMUNITY SCHOOLS,Indiana,IN,3,10,1,14121000,912000,8070000,5139000,13935000,10676000,6202000,4105000
M S D MARTINSVILLE SCHOOLS,Indiana,IN,3,10,1,54914000,5484000,35592000,13838000,51955000,47976000,27337000,19107000
MICHIGAN CITY AREA SCHOOLS,Indiana,IN,3,10,1,92357000,13614000,55427000,23316000,86476000,74781000,44030000,27686000
MIDDLEBURY COMMUNITY SCHOOLS,Indiana,IN,3,10,1,51837000,3761000,26183000,21893000,43266000,35208000,19555000,13213000
MILAN COMMUNITY SCHOOLS,Indiana,IN,3,10,1,14634000,855000,8781000,4998000,12310000,11024000,6359000,4535000
MILL CREEK COMMUNITY SCH CORP,Indiana,IN,3,10,1,19272000,873000,10488000,7911000,14002000,11967000,7289000,4510000
SCHOOL CITY OF MISHAWAKA,Indiana,IN,3,10,1,83910000,13028000,35591000,35291000,76298000,67638000,35897000,26881000
MISSISSINEWA COMMUNITY SCHOOL CORP,Indiana,IN,3,10,1,28120000,6000000,15691000,6429000,25957000,19603000,12130000,8290000
MITCHELL COMMUNITY SCHOOLS,Indiana,IN,3,10,1,24473000,1649000,13733000,9091000,17410000,16503000,9679000,6909000
COWAN COMMUNITY SCHOOL CORP,Indiana,IN,3,10,1,7555000,601000,4572000,2382000,6334000,5739000,3531000,2241000
MONROE CENTRAL SCHOOL CORP,Indiana,IN,3,10,1,12256000,1077000,7234000,3945000,10428000,8923000,5472000,3809000
EASTERN PULASKI COM SCH CORP,Indiana,IN,3,10,1,15398000,1039000,9588000,4771000,13039000,10960000,6969000,4680000
MOORESVILLE CON SCHOOL CORP,Indiana,IN,3,10,1,42448000,3505000,28006000,10937000,39003000,35804000,20896000,14570000
YORKTOWN COMMUNITY SCHOOLS,Indiana,IN,3,10,1,23596000,1839000,14229000,7528000,18637000,16637000,9567000,6150000
MT VERNON COMMUNITY SCH CORP,Indiana,IN,3,10,1,44954000,2029000,21760000,21165000,33255000,26920000,15635000,10218000
M S D MOUNT VERNON,Indiana,IN,3,10,1,40785000,4686000,20526000,15573000,31875000,27877000,15900000,10311000
MUNCIE COMMUNITY SCHOOLS,Indiana,IN,3,10,1,110129000,19371000,61380000,29378000,98607000,82056000,43992000,30641000
SCHOOL TOWN OF MUNSTER,Indiana,IN,3,10,1,65089000,1705000,26126000,37258000,53679000,35535000,21445000,14385000
NETTLE CREEK SCHOOL CORP,Indiana,IN,3,10,1,13636000,728000,8561000,4347000,11536000,9782000,5801000,3961000
NEW ALBANY-FLOYD CO CON SCH,Indiana,IN,3,10,1,139718000,14069000,80392000,45257000,147226000,112975000,65952000,42886000
NEW CASTLE COMMUNITY SCH CORP,Indiana,IN,3,10,1,56341000,7548000,28837000,19956000,52220000,44699000,25724000,17804000
M S D OF NEW DURHAM TOWNSHIP,Indiana,IN,3,10,1,9086000,607000,6153000,2326000,8310000,7224000,4235000,2924000
NEW HARMONY TOWN & TWP CON SCH,Indiana,IN,3,10,1,3216000,211000,1803000,1202000,2379000,2176000,1375000,930000
NEW PRAIRIE UNITED SCHOOL CORP,Indiana,IN,3,10,1,32879000,1512000,17795000,13572000,26258000,21365000,12087000,8263000
NINEVEH-HENSLEY-JACKSON UNITED,Indiana,IN,3,10,1,20416000,1139000,11663000,7614000,16366000,14708000,9009000,5558000
NOBLESVILLE SCHOOLS,Indiana,IN,3,10,1,101492000,5059000,54819000,41614000,78322000,67152000,39862000,26638000
NORTH ADAMS COMMUNITY SCHOOLS,Indiana,IN,3,10,1,26207000,2377000,14669000,9161000,22413000,17757000,11023000,6680000
NORTH DAVIESS COM SCHOOLS,Indiana,IN,3,10,1,14707000,1220000,8195000,5292000,11184000,9946000,5091000,3669000
NORTH GIBSON SCHOOL CORP,Indiana,IN,3,10,1,33218000,1582000,15389000,16247000,24410000,19685000,10136000,7273000
NORTH JUDSON-SAN PIERRE SCH CORP,Indiana,IN,3,10,1,16958000,1277000,10793000,4888000,13433000,11725000,6938000,4862000
NORTH KNOX SCHOOL CORP,Indiana,IN,3,10,1,18065000,1973000,10919000,5173000,15827000,14531000,7588000,5586000
NORTH LAWRENCE COM SCHOOLS,Indiana,IN,3,10,1,70552000,8882000,36524000,25146000,57802000,51282000,30986000,21626000
NORTH MIAMI COMMUNITY SCHOOLS,Indiana,IN,3,10,1,12181000,683000,7649000,3849000,9954000,8187000,4880000,3262000
NORTH MONTGOMERY COM SCH CORP,Indiana,IN,3,10,1,27849000,1894000,14313000,11642000,22746000,19254000,11422000,7193000
NORTH NEWTON SCHOOL CORP,Indiana,IN,3,10,1,18854000,1344000,10947000,6563000,16020000,13452000,7950000,5226000
M S D NORTH POSEY CO SCHOOLS,Indiana,IN,3,10,1,17032000,1130000,9648000,6254000,13795000,11825000,7334000,5026000
NORTH PUTNAM COMMUNITY SCHOOLS,Indiana,IN,3,10,1,21957000,1287000,12605000,8065000,17324000,15527000,9467000,6518000
NORTH SPENCER COUNTY SCH CORP,Indiana,IN,3,10,1,24713000,1496000,14161000,9056000,19232000,17947000,10086000,7456000
TRI-CENTRAL COMMUNITY SCHOOLS,Indiana,IN,3,10,1,12084000,653000,6995000,4436000,10096000,8949000,5018000,3369000
NORTH VERMILLION COM SCH CORP,Indiana,IN,3,10,1,9741000,874000,5630000,3237000,8800000,7267000,4308000,2927000
NORTH WEST HENDRICKS SCHOOLS,Indiana,IN,3,10,1,25862000,1249000,11267000,13346000,21909000,14777000,7250000,4960000
NORTHEAST DUBOIS CO SCH CORP,Indiana,IN,3,10,1,11104000,648000,6652000,3804000,9808000,8971000,4934000,3572000
NORTH WHITE SCHOOL CORP,Indiana,IN,3,10,1,12488000,1169000,7906000,3413000,11415000,9017000,5400000,3516000
NORTHEAST SCHOOL CORP,Indiana,IN,3,10,1,17314000,1805000,11088000,4421000,14938000,13651000,7223000,5017000
NORTHEASTERN WAYNE SCHOOLS,Indiana,IN,3,10,1,12088000,761000,7289000,4038000,9763000,9069000,5541000,3827000
NORTHERN WELLS COM SCHOOLS,Indiana,IN,3,10,1,27176000,1460000,16936000,8780000,23197000,19872000,12147000,7922000
NORTHWEST ALLEN COUNTY SCHOOLS,Indiana,IN,3,10,1,72241000,3543000,37355000,31343000,60123000,50502000,30071000,20477000
SHENANDOAH SCHOOL CORPORATION,Indiana,IN,3,10,1,14804000,807000,9140000,4857000,12758000,10374000,5764000,3952000
NORTHWESTERN CON SCHOOL CORP,Indiana,IN,3,10,1,16943000,1094000,10107000,5742000,14126000,11302000,6829000,4437000
NORTHWEST INDIANA SPEC ED COOP,Indiana,IN,7,10,1,27374000,10673000,478000,16223000,25264000,24892000,17565000,15220000
OAK HILL UNITED SCHOOL CORP,Indiana,IN,3,10,1,17918000,1323000,10294000,6301000,15656000,12715000,7512000,4909000
OREGON-DAVIS SCHOOL CORP,Indiana,IN,3,10,1,8929000,823000,5075000,3031000,8180000,6409000,3402000,2280000
ORLEANS COMMUNITY SCHOOLS,Indiana,IN,3,10,1,10262000,975000,5960000,3327000,8896000,7496000,4192000,3119000
PAOLI COMMUNITY SCHOOL CORP,Indiana,IN,3,10,1,18121000,1390000,12365000,4366000,17216000,14807000,8242000,6066000
PENN-HARRIS-MADISON SCH CORP,Indiana,IN,3,10,1,143381000,5363000,67505000,70513000,108112000,90701000,45413000,30598000
M S D PERRY TOWNSHIP,Indiana,IN,3,10,1,226868000,24448000,107565000,94855000,161985000,145842000,85608000,56884000
PERU COMMUNITY SCHOOLS,Indiana,IN,3,10,1,25613000,2573000,16064000,6976000,22463000,20072000,11810000,8161000
PIKE COUNTY SCHOOL CORP,Indiana,IN,3,10,1,26469000,1432000,14547000,10490000,22479000,20181000,11930000,8105000
M S D PIKE TOWNSHIP,Indiana,IN,3,10,1,195415000,15126000,77507000,102782000,125142000,104788000,60388000,40040000
PIONEER REGIONAL SCHOOL CORP,Indiana,IN,3,10,1,11394000,632000,6739000,4023000,8886000,7685000,4730000,3084000
PLAINFIELD COMMUNITY SCH CORP,Indiana,IN,3,10,1,61112000,3019000,28876000,29217000,42158000,35176000,21997000,15037000
EAST PORTER COUNTY SCHOOL CORP,Indiana,IN,3,10,1,35961000,1181000,15181000,19599000,24406000,17844000,10595000,7041000
PLYMOUTH COMMUNITY SCHOOL CORP,Indiana,IN,3,10,1,41989000,3426000,23827000,14736000,34189000,27825000,16650000,10477000
JOHN GLENN SCHOOL CORPORATION,Indiana,IN,3,10,1,20585000,1197000,11906000,7482000,16343000,13888000,8612000,5858000
PORTER COUNTY EDUCATION SERVICES,Indiana,IN,7,10,1,27333000,8086000,1413000,17834000,25834000,19574000,14486000,10104000
PORTAGE TOWNSHIP SCHOOLS,Indiana,IN,3,10,1,96398000,7194000,55622000,33582000,77386000,63041000,35934000,22834000
PORTER TOWNSHIP SCHOOL CORP,Indiana,IN,3,10,1,20187000,673000,10272000,9242000,15152000,13355000,6967000,4480000
PRAIRIE HEIGHTS COM SCH CORP,Indiana,IN,3,10,1,22099000,927000,12824000,8348000,16786000,14881000,8721000,5962000
PRAIRIE TOWNSHIP SCHOOLS,Indiana,IN,6,10,1,555000,8000,492000,55000,300000,61000,2000,2000
WEST CENTRAL SCHOOL CORP,Indiana,IN,3,10,1,15357000,3979000,7390000,3988000,12938000,11866000,7041000,4108000
WEST CLARK COMMUNITY SCHOOLS,Indiana,IN,3,10,1,50963000,2709000,25798000,22456000,37501000,33378000,19808000,14195000
RENSSELAER CENTRAL SCHOOL CORP,Indiana,IN,3,10,1,19904000,1677000,11639000,6588000,16206000,13895000,8228000,5438000
RICHLAND-BEAN BLOSSOM C S C,Indiana,IN,3,10,1,31812000,4094000,18595000,9123000,29321000,26473000,16205000,11627000
RICHMOND COMMUNITY SCHOOLS,Indiana,IN,3,10,1,69804000,11625000,43354000,14825000,63935000,57424000,31786000,21898000
RISING SUN-OHIO CO COM,Indiana,IN,3,10,1,10773000,548000,6771000,3454000,9439000,8171000,5000000,3460000
ROCHESTER COMMUNITY SCH CORP,Indiana,IN,3,10,1,22533000,1775000,13187000,7571000,18486000,15275000,9030000,5817000
ROCKVILLE COMMUNITY SCHOOL CORP,Indiana,IN,3,10,1,10761000,815000,6397000,3549000,8756000,8120000,4521000,3370000
MERRILLVILLE COMMUNITY SCHOOL,Indiana,IN,3,10,1,111096000,5739000,46110000,59247000,67708000,57672000,34171000,21110000
ROSSVILLE CON SCHOOL DISTRICT,Indiana,IN,3,10,1,10090000,799000,6319000,2972000,8664000,8038000,4659000,3224000
RUSH COUNTY SCHOOLS,Indiana,IN,3,10,1,31044000,2876000,16963000,11205000,26722000,23050000,14292000,9254000
SALEM COMMUNITY SCHOOLS,Indiana,IN,3,10,1,23493000,1716000,14393000,7384000,20425000,17346000,11626000,7772000
DALEVILLE COMMUNITY SCHOOLS,Indiana,IN,3,10,1,8237000,680000,4669000,2888000,6884000,5821000,3394000,2097000
SCOTT COUNTY SCHOOL DISTRICT 1,Indiana,IN,3,10,1,16519000,1993000,11873000,2653000,14583000,12393000,8186000,5531000
SCOTT COUNTY SCHOOL DISTRICT 2,Indiana,IN,3,10,1,29686000,2566000,19872000,7248000,27850000,24705000,14105000,9531000
SEYMOUR COMMUNITY SCHOOLS,Indiana,IN,3,10,1,50763000,6078000,27393000,17292000,41777000,35922000,21098000,14940000
M S D SHAKAMAK SCHOOLS,Indiana,IN,3,10,1,10564000,990000,6704000,2870000,8421000,7617000,4037000,2842000
SHELBYVILLE CENTRAL SCHOOLS,Indiana,IN,3,10,1,48705000,3838000,26807000,18060000,40249000,30330000,17311000,12303000
SHOALS COMMUNITY SCHOOL CORP,Indiana,IN,3,10,1,9064000,685000,5352000,3027000,8245000,7067000,3685000,2450000
SMITH-GREEN COMMUNITY SCHOOLS,Indiana,IN,3,10,1,13989000,1063000,8889000,4037000,13531000,11622000,7185000,4600000
SOUTH ADAMS SCHOOLS,Indiana,IN,3,10,1,16101000,2126000,9995000,3980000,17545000,12711000,7439000,5101000
SOUTH BEND COMMUNITY SCH CORP,Indiana,IN,3,10,1,356227000,48272000,168058000,139897000,275935000,233563000,132225000,87890000
SOUTH CENTRAL AREA SPECIAL ED,Indiana,IN,7,10,1,7466000,3569000,70000,3827000,7081000,6641000,4839000,4175000
SOUTH GIBSON SCHOOL CORP,Indiana,IN,3,10,1,25917000,896000,12839000,12182000,21204000,15735000,8292000,6120000
SOUTH HARRISON COM SCHOOLS,Indiana,IN,3,10,1,41656000,5011000,21042000,15603000,33354000,29006000,16207000,10949000
SOUTH HENRY SCHOOL CORP,Indiana,IN,3,10,1,10121000,520000,5967000,3634000,8083000,6758000,4046000,2893000
SOUTH KNOX SCHOOL CORP,Indiana,IN,3,10,1,14762000,977000,7733000,6052000,12008000,10504000,5598000,4047000
SOUTH MADISON COM SCH CORP,Indiana,IN,3,10,1,41822000,2491000,25651000,13680000,43693000,35890000,16089000,11024000
SOUTH MONTGOMERY COM SCH CORP,Indiana,IN,3,10,1,27674000,1686000,13482000,12506000,18967000,17412000,10613000,7110000
SOUTH NEWTON SCHOOL CORP,Indiana,IN,3,10,1,12889000,782000,7362000,4745000,10470000,9325000,5648000,3771000
SOUTH PUTNAM COMMUNITY SCHOOLS,Indiana,IN,3,10,1,17541000,640000,9092000,7809000,13795000,10918000,5734000,3562000
SOUTH RIPLEY COM SCH CORP,Indiana,IN,3,10,1,16919000,1159000,9465000,6295000,17134000,11860000,7065000,4897000
SOUTH SPENCER COUNTY SCH CORP,Indiana,IN,3,10,1,18943000,1156000,10123000,7664000,15114000,13012000,8328000,5748000
SOUTH VERMILLION COM SCH CORP,Indiana,IN,3,10,1,25059000,2497000,13925000,8637000,20316000,17109000,10081000,6768000
SOUTHEAST FOUNTAIN SCHOOL CORP,Indiana,IN,3,10,1,14982000,1481000,8936000,4565000,12970000,11035000,6358000,4432000
SOUTHEAST DUBOIS CO SCH CORP,Indiana,IN,3,10,1,16788000,940000,9066000,6782000,13252000,11481000,6898000,4829000
HAMILTON SOUTHEASTERN SCHOOLS,Indiana,IN,3,10,1,215603000,6860000,105756000,102987000,154691000,139393000,77998000,52166000
SOUTHEASTERN CAREER CENTER,Indiana,IN,7,10,1,4353000,409000,480000,3464000,4214000,3585000,2349000,1538000
SOUTHEASTERN SCHOOL CORP,Indiana,IN,3,10,1,17268000,1080000,10801000,5387000,14101000,12364000,7571000,5405000
SOUTHERN HANCOCK CO COM SCH CORP,Indiana,IN,3,10,1,39485000,1721000,20897000,16867000,29740000,25251000,15041000,9819000
RANDOLPH SOUTHERN SCHOOL CORP,Indiana,IN,3,10,1,7139000,632000,4363000,2144000,5980000,5308000,3257000,2202000
SOUTHERN WELLS COM SCHOOLS,Indiana,IN,3,10,1,8381000,343000,5256000,2782000,7017000,6337000,3794000,2430000
SOUTHWESTERN-JEFFERSON CO CON,Indiana,IN,3,10,1,17385000,1292000,11108000,4985000,15872000,13501000,7662000,5426000
SOUTHWESTERN CON SCH SHELBY CO,Indiana,IN,3,10,1,9270000,676000,4895000,3699000,7293000,6078000,3166000,2109000
SOUTHWEST SCHOOL CORP,Indiana,IN,3,10,1,23960000,1672000,13273000,9015000,19439000,17262000,8643000,6103000
SOUTHWEST DUBOIS CO SCH CORP,Indiana,IN,3,10,1,22378000,2062000,12034000,8282000,18991000,16392000,7724000,5518000
SOUTHWEST PARKE COM SCH CORP,Indiana,IN,3,10,1,12233000,1214000,7604000,3415000,10175000,9565000,5326000,3623000
SCHOOL TOWN OF SPEEDWAY,Indiana,IN,3,10,1,20044000,1998000,12702000,5344000,17005000,15404000,9111000,5973000
