LEAID,NAME,STNAME,STABBR,SCHLEV,YEAR,CCDNF,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,Z32,Z33
505190,DES ARC SCH DIST #5,ARKANSAS,AR,3,5,1,5277000,670000,3192000,1415000,4929000,2956000,2012000
505310,DEVALLS BLUFF SCH DIST,ARKANSAS,AR,3,5,1,2643000,351000,1536000,756000,2746000,1652000,1146000
505340,DIERKS SCH DIST,ARKANSAS,AR,3,5,1,4316000,401000,2359000,1556000,4117000,2542000,1798000
505410,DOLLARWAY SCH DIST 2,ARKANSAS,AR,3,5,1,15007000,2340000,10289000,2378000,13999000,8329000,5762000
505430,DOVER SCH DIST 17,ARKANSAS,AR,3,5,1,10585000,1103000,7315000,2167000,10172000,6300000,4233000
505470,DREW CENTRAL SCH DIST 5,ARKANSAS,AR,3,5,1,8838000,1295000,5420000,2123000,8274000,4749000,3232000
505500,DUMAS SCHOOL DISTRICT,ARKANSAS,AR,3,5,1,17309000,2651000,11313000,3345000,15608000,9340000,6617000
505550,EARLE SCH DIST,ARKANSAS,AR,3,5,1,8503000,1396000,5618000,1489000,8834000,4887000,3297000
505580,EAST END SCH DIST 1,ARKANSAS,AR,3,5,1,5724000,672000,4002000,1050000,6364000,3112000,2176000
505680,EL DORADO SCH DIST 15,ARKANSAS,AR,3,5,1,35232000,4098000,20757000,10377000,32213000,18883000,13144000
505740,ELAINE SCH DIST 30,ARKANSAS,AR,3,5,1,3522000,768000,1963000,791000,3369000,1888000,1286000
505760,ELKINS SCH DIST 10,ARKANSAS,AR,3,5,1,7830000,443000,5689000,1698000,9724000,4393000,2843000
505850,ENGLAND SCH DIST,ARKANSAS,AR,3,5,1,7398000,807000,4570000,2021000,6984000,4215000,2955000
505970,EUREKA SPRINGS SCH DIST,ARKANSAS,AR,3,5,1,6454000,697000,476000,5281000,5800000,3389000,2280000
506060,CAMDEN-FAIRVIEW SCHOOL DIST,ARKANSAS,AR,3,5,1,26843000,4375000,16787000,5681000,25939000,15547000,9483000
506090,FARMINGTON SCH DIST 6,ARKANSAS,AR,3,5,1,14646000,619000,9749000,4278000,16088000,7736000,5401000
506120,FAYETTEVILLE SCH DIST 1,ARKANSAS,AR,3,5,1,73470000,7330000,32693000,33447000,77508000,46002000,30484000
506150,FLIPPIN SCH DIST,ARKANSAS,AR,3,5,1,7447000,977000,3927000,2543000,7780000,4353000,2945000
506210,FORDYCE SCH DIST 39,ARKANSAS,AR,3,5,1,10855000,1225000,7692000,1938000,11498000,5268000,3488000
506240,FOREMAN SCH DIST,ARKANSAS,AR,3,5,1,4551000,513000,2447000,1591000,3996000,2294000,1563000
506270,FORREST CITY SCH DIST 7,ARKANSAS,AR,3,5,1,36804000,5845000,25520000,5439000,34134000,21413000,13335000
506330,FORT SMITH SCH DIST,ARKANSAS,AR,3,5,1,107327000,16390000,53339000,37598000,108999000,64467000,40759000
506360,FOUKE SCH DIST 15,ARKANSAS,AR,3,5,1,9319000,640000,6774000,1905000,7466000,4401000,3034000
506420,FOUNTAIN LAKE SCHOOL DISTRICT 18,ARKANSAS,AR,3,5,1,9625000,905000,1012000,7708000,8722000,5173000,3598000
506540,GENTRY SCH DIST 19,ARKANSAS,AR,3,5,1,11252000,926000,5670000,4656000,10176000,6117000,4128000
506630,GLEN ROSE SCH DIST,ARKANSAS,AR,3,5,1,8106000,714000,5485000,1907000,10088000,4303000,3010000
506690,CENTERPOINT SCHOOL DISTRICT,ARKANSAS,AR,3,5,1,8120000,843000,5036000,2241000,9596000,4446000,3055000
506840,GRAVETTE SCH DIST 20,ARKANSAS,AR,3,5,1,13724000,933000,5383000,7408000,15096000,6850000,4730000
506870,GREEN FOREST SCH DIST,ARKANSAS,AR,3,5,1,9598000,1009000,6266000,2323000,9937000,5453000,3801000
506900,GREENBRIER SCHOOL DIST,ARKANSAS,AR,3,5,1,18662000,1300000,12885000,4477000,17223000,10790000,7637000
506930,GREENLAND SCH DIST 95,ARKANSAS,AR,3,5,1,10279000,1423000,6520000,2336000,9484000,5288000,3468000
506990,GREENWOOD SCH DIST,ARKANSAS,AR,3,5,1,25197000,1933000,14772000,8492000,29066000,14730000,9666000
507110,GURDON SCH DIST,ARKANSAS,AR,3,5,1,6944000,908000,4058000,1978000,6690000,4061000,2913000
507140,GUY PERKINS SCH DIST,ARKANSAS,AR,3,5,1,3236000,348000,2155000,733000,3025000,1623000,1184000
507170,HACKETT SCH DIST,ARKANSAS,AR,3,5,1,4386000,440000,2993000,953000,4624000,2245000,1561000
507230,HAMPTON SCH DIST 1,ARKANSAS,AR,3,5,1,5518000,531000,2757000,2230000,5528000,3234000,2131000
507290,HARMONY GROVE SCH DIST 1,ARKANSAS,AR,3,5,1,9072000,669000,6367000,2036000,9331000,4960000,3354000
507320,HARMONY GROVE SCH DIST 1,ARKANSAS,AR,3,5,1,6452000,393000,4168000,1891000,6140000,3654000,2454000
507350,HARRISBURG SCH DIST 6,ARKANSAS,AR,3,5,1,8613000,1192000,5610000,1811000,8255000,4838000,3269000
507380,HARRISON SCH DIST 1,ARKANSAS,AR,3,5,1,21306000,1844000,10499000,8963000,24276000,12376000,8112000
507410,HARTFORD SCH DIST 94,ARKANSAS,AR,3,5,1,3432000,413000,2205000,814000,3357000,2151000,1557000
507530,HAZEN SCH DIST,ARKANSAS,AR,3,5,1,2932000,258000,1432000,1242000,3036000,1769000,1157000
507560,HEBER SPRINGS SCH DIST 1,ARKANSAS,AR,3,5,1,13230000,1384000,6118000,5728000,11427000,7053000,5045000
507620,HECTOR SCH DIST 59,ARKANSAS,AR,3,5,1,5620000,943000,3698000,979000,5238000,3194000,2218000
507680,HELENA-WEST HELENA SCHOOL DISTRICT 2,ARKANSAS,AR,3,5,1,31151000,5782000,21064000,4305000,26840000,16361000,11020000
507710,HERMITAGE SCH DIST 12,ARKANSAS,AR,3,5,1,5271000,664000,3351000,1256000,5353000,2576000,1684000
507740,CROSS COUNTY SCHOOL DISTRICT,ARKANSAS,AR,3,5,1,5932000,701000,3478000,1753000,6122000,3521000,2237000
507770,HIGHLAND SCH DIST,ARKANSAS,AR,3,5,1,12482000,1212000,7305000,3965000,11284000,6564000,4580000
507840,HOPE SCH DIST,ARKANSAS,AR,3,5,1,25192000,3587000,14524000,7081000,25623000,13513000,9440000
507860,HORATIO SCH DIST 55,ARKANSAS,AR,3,5,1,6184000,420000,4430000,1334000,6154000,3750000,2580000
507890,HOT SPRINGS SCH DIST 6,ARKANSAS,AR,3,5,1,39220000,5721000,19148000,14351000,36398000,21621000,13848000
507920,JESSIEVILLE SCH DIST,ARKANSAS,AR,3,5,1,6556000,475000,2350000,3731000,6731000,3711000,2709000
507990,HOXIE PUBLIC SCHOOL DISTRICT 46,ARKANSAS,AR,3,5,1,8207000,1343000,5198000,1666000,7744000,4176000,3060000
508010,HUGHES SCH DIST 27,ARKANSAS,AR,3,5,1,5887000,925000,3667000,1295000,6375000,3954000,2739000
508040,WEST MEMPHIS SCHOOL DISTRICT,ARKANSAS,AR,3,5,1,49548000,7575000,34344000,7629000,45325000,26452000,18818000
508130,HUNTSVILLE SCH DIST 1,ARKANSAS,AR,3,5,1,19847000,2134000,13065000,4648000,19644000,11537000,8093000
508240,JASPER SCH DIST,ARKANSAS,AR,3,5,1,8728000,1270000,5414000,2044000,8255000,4887000,3140000
508280,JONESBORO SCH DIST,ARKANSAS,AR,3,5,1,42477000,7067000,21273000,14137000,45382000,21319000,14260000
508340,JUNCTION CITY SCH DIST 75,ARKANSAS,AR,3,5,1,5560000,550000,2774000,2236000,5976000,2908000,2030000
508400,RIVERVIEW SCHOOL DISTRICT,ARKANSAS,AR,3,5,1,10657000,1501000,6476000,2680000,9056000,5499000,3729000
508490,KIRBY SCH DIST 32,ARKANSAS,AR,3,5,1,3769000,661000,2087000,1021000,3630000,2084000,1528000
508610,LAKE HAMILTON SCH DIST 5,ARKANSAS,AR,3,5,1,27470000,2283000,16656000,8531000,28589000,15615000,9820000
508640,LAKESIDE SCHOOL DISTRICT #1,ARKANSAS,AR,3,5,1,9493000,1385000,4870000,3238000,8642000,5367000,3752000
508670,LAKESIDE SCH DIST 9,ARKANSAS,AR,3,5,1,19642000,1144000,9766000,8732000,16843000,10329000,7025000
508700,LAMAR SCH DIST 39,ARKANSAS,AR,3,5,1,8403000,921000,5559000,1923000,9034000,4851000,3429000
508730,LAVACA SCH DIST,ARKANSAS,AR,3,5,1,6400000,534000,4236000,1630000,5690000,3391000,2296000
508940,LINCOLN SCH DIST 48,ARKANSAS,AR,3,5,1,9955000,1051000,6235000,2669000,9674000,5298000,3522000
509000,LITTLE ROCK SCH DISTRICT,ARKANSAS,AR,3,5,1,278741000,27779000,132999000,117963000,274362000,152577000,102615000
509030,LOCKESBURG SCH DIST 16,ARKANSAS,AR,3,5,1,3017000,461000,1857000,699000,3122000,1776000,1223000
509060,LONOKE SCH DIST,ARKANSAS,AR,3,5,1,23674000,1902000,8813000,12959000,13716000,8006000,5272000
509150,MAGAZINE SCH DIST,ARKANSAS,AR,3,5,1,4395000,580000,2911000,904000,4297000,2292000,1604000
509190,MAGNET COVE SCH DIST,ARKANSAS,AR,3,5,1,6282000,462000,3556000,2264000,5735000,3217000,2172000
509240,MALVERN SCH DIST,ARKANSAS,AR,3,5,1,19847000,2101000,11216000,6530000,19414000,11548000,7861000
509270,MAMMOTH SPRING SCH DIST,ARKANSAS,AR,3,5,1,3185000,402000,2014000,769000,3069000,1893000,1298000
509330,MANSFIELD SCH DIST,ARKANSAS,AR,3,5,1,10177000,886000,5665000,3626000,10564000,4891000,3215000
509360,LEE COUNTY SCH DISTRICT #1,ARKANSAS,AR,3,5,1,15146000,3206000,9561000,2379000,14325000,8592000,5889000
509390,MARION SCH DIST,ARKANSAS,AR,3,5,1,29336000,1521000,18891000,8924000,29051000,16594000,10970000
509420,MARKED TREE SCH DIST 28,ARKANSAS,AR,3,5,1,5518000,900000,3347000,1271000,5312000,3311000,2214000
509480,MARSHALL SCH DIST 17,ARKANSAS,AR,3,5,1,10794000,1520000,7082000,2192000,10074000,4949000,3263000
509510,MARVELL SCH DIST 22,ARKANSAS,AR,3,5,1,5706000,924000,3757000,1025000,5643000,3320000,2425000
509540,MAYFLOWER SCH DIST,ARKANSAS,AR,3,5,1,6494000,525000,4088000,1881000,6338000,3843000,2596000
509570,MAYNARD SCH DIST,ARKANSAS,AR,3,5,1,3709000,470000,2533000,706000,3578000,2204000,1550000
509600,MCCRORY SCH DIST 12,ARKANSAS,AR,3,5,1,4955000,532000,3010000,1413000,4443000,2628000,1736000
509630,MCGEHEE SCH DIST,ARKANSAS,AR,3,5,1,14139000,1944000,7484000,4711000,14536000,7812000,5125000
509720,MELBOURNE SCHOOL DIST,ARKANSAS,AR,3,5,1,7220000,702000,4847000,1671000,6185000,3956000,2801000
509750,MENA SCH DIST,ARKANSAS,AR,3,5,1,17354000,2174000,11312000,3868000,16145000,9748000,6828000
509780,MINERAL SPRINGS SCHOOL DIST 3,ARKANSAS,AR,3,5,1,6663000,904000,4644000,1115000,6489000,3647000,2540000
509840,MONTICELLO SCH DIST 18,ARKANSAS,AR,3,5,1,19868000,2976000,12286000,4606000,19078000,10253000,6631000
509990,MT IDA SCH DIST 20,ARKANSAS,AR,3,5,1,4633000,821000,2119000,1693000,4820000,2458000,1709000
510080,MT VERNON/ENOLA SCHOOL DIST,ARKANSAS,AR,3,5,1,3879000,446000,2546000,887000,4376000,2093000,1416000
510170,MOUNTAIN PINE SCH DIST 46,ARKANSAS,AR,3,5,1,5334000,838000,3203000,1293000,5116000,3028000,2086000
510200,MOUNTAIN VIEW SCH DIST,ARKANSAS,AR,3,5,1,14048000,1904000,9046000,3098000,12749000,8017000,5600000
510260,MOUNTAINBURG SCH DIST 16,ARKANSAS,AR,3,5,1,6046000,686000,3990000,1370000,5581000,3290000,2084000
510290,MULBERRY SCH DIST 101,ARKANSAS,AR,3,5,1,5628000,534000,3709000,1385000,4973000,3103000,2149000
510320,MURFREESBORO SCH DIST 16,ARKANSAS,AR,3,5,1,4232000,376000,2471000,1385000,4104000,2674000,1926000
510380,NASHVILLE SCH DIST,ARKANSAS,AR,3,5,1,14001000,1721000,8279000,4001000,13351000,8145000,5873000
510410,NEMO VISTA SCH DIST 8,ARKANSAS,AR,3,5,1,3563000,361000,2503000,699000,3270000,2045000,1391000
510440,NETTLETON SCH DIST,ARKANSAS,AR,3,5,1,22760000,2088000,11064000,9608000,25930000,12895000,8237000
510560,NORFORK SCH DIST 61,ARKANSAS,AR,3,5,1,3983000,589000,2024000,1370000,3679000,2175000,1422000
510620,NORPHLET SCH DIST 50,ARKANSAS,AR,3,5,1,4249000,484000,2610000,1155000,3995000,2238000,1525000
510680,NORTH LITTLE ROCK SCHOOL DISTRICT,ARKANSAS,AR,3,5,1,82637000,10109000,48244000,24284000,76242000,48358000,29827000
510920,OMAHA SCH DIST 6,ARKANSAS,AR,3,5,1,4213000,610000,2525000,1078000,4139000,2351000,1703000
510950,OSCEOLA SCH DIST 1,ARKANSAS,AR,3,5,1,15702000,2820000,10250000,2632000,13665000,7904000,5703000
510980,OUACHITA SCH DIST,ARKANSAS,AR,3,5,1,3001000,249000,1832000,920000,3069000,1597000,1143000
511010,OZARK SCH DIST,ARKANSAS,AR,3,5,1,14920000,1547000,9150000,4223000,14206000,8796000,6062000
511070,PANGBURN SCH DIST,ARKANSAS,AR,3,5,1,5995000,641000,4148000,1206000,5909000,3475000,2236000
511130,PARIS SCH DIST 7,ARKANSAS,AR,3,5,1,9144000,1083000,5546000,2515000,13106000,5186000,3306000
511220,PARKERS CHAPEL SCH DIST,ARKANSAS,AR,3,5,1,5237000,333000,3298000,1606000,4730000,2687000,1958000
511250,PARKIN SCH DIST 14,ARKANSAS,AR,3,5,1,3520000,681000,2119000,720000,3912000,2340000,1387000
511340,PERRYVILLE SCH DIST 7,ARKANSAS,AR,3,5,1,7304000,916000,4891000,1497000,8354000,3832000,2642000
511370,PIGGOTT SCH DIST 52,ARKANSAS,AR,3,5,1,7477000,595000,4675000,2207000,7139000,4331000,3093000
511610,POCAHONTAS SCH DIST,ARKANSAS,AR,3,5,1,14587000,1671000,9270000,3646000,13236000,7860000,5596000
511700,POTTSVILLE SCH DIST 61,ARKANSAS,AR,3,5,1,10478000,1151000,7035000,2292000,9473000,5454000,4043000
511730,POYEN SCH DIST 1,ARKANSAS,AR,3,5,1,3620000,221000,2768000,631000,3748000,2143000,1479000
511760,PRAIRIE GROVE VALLEY SCH DIST 23,ARKANSAS,AR,3,5,1,10728000,505000,7363000,2860000,11417000,6049000,4173000
511820,PRESCOTT SCH DIST 14,ARKANSAS,AR,3,5,1,8793000,975000,5797000,2021000,8608000,5028000,3541000
511850,PULASKI CO SPECIAL SCHOOL DIST,ARKANSAS,AR,3,5,1,167744000,11955000,90637000,65152000,175647000,99507000,63730000
511880,QUITMAN SCH DIST 21,ARKANSAS,AR,3,5,1,4538000,418000,2603000,1517000,3777000,2298000,1493000
511970,ROGERS SCH DIST 30,ARKANSAS,AR,3,5,1,102999000,8658000,52537000,41804000,115482000,60222000,41648000
512000,ROSE BUD SCH DIST 35,ARKANSAS,AR,3,5,1,6595000,698000,4428000,1469000,6250000,3393000,2409000
512060,RUSSELLVILLE SCH DIST 14,ARKANSAS,AR,3,5,1,49510000,4917000,17849000,26744000,44451000,24160000,16629000
512090,SALEM SCH DIST,ARKANSAS,AR,3,5,1,5388000,662000,3499000,1227000,4857000,2924000,2074000
512180,SCRANTON SCH DIST,ARKANSAS,AR,3,5,1,2910000,234000,1693000,983000,3079000,1717000,1125000
512210,SEARCY SCH DIST,ARKANSAS,AR,3,5,1,28612000,2275000,14576000,11761000,25114000,15163000,10752000
512420,SHIRLEY SCH DIST 3,ARKANSAS,AR,3,5,1,4821000,513000,2388000,1920000,4370000,2446000,1694000
512450,SILOAM SPGS SCH DIST 21,ARKANSAS,AR,3,5,1,25062000,1775000,14304000,8983000,24847000,13433000,9427000
512480,SLOAN HENDRIX SCH DIST,ARKANSAS,AR,3,5,1,4623000,533000,3015000,1075000,4849000,2389000,1620000
512510,SMACKOVER SCH DIST 39,ARKANSAS,AR,3,5,1,8508000,686000,4912000,2910000,8347000,4604000,3270000
512520,SOUTH CONWAY CO SCH DIST,ARKANSAS,AR,3,5,1,20144000,1623000,11622000,6899000,22043000,10808000,7376000
512540,SOUTHSIDE SCHOOL DISTRICT,ARKANSAS,AR,3,5,1,10764000,1094000,7816000,1854000,10502000,6289000,4339000
512570,SOUTH SIDE SCHOOL DISTRICT,ARKANSAS,AR,3,5,1,3999000,422000,2571000,1006000,3598000,2225000,1595000
512630,SPRING HILL SCH DIST,ARKANSAS,AR,3,5,1,3982000,326000,2909000,747000,3796000,2204000,1552000
512660,SPRINGDALE SCH DIST 50,ARKANSAS,AR,3,5,1,123841000,10261000,64899000,48681000,151063000,67557000,47849000
512870,STEPHENS SCH DIST 13,ARKANSAS,AR,3,5,1,5752000,829000,3933000,990000,5284000,3113000,2017000
512930,STRONG SCH DIST 83,ARKANSAS,AR,3,5,1,7094000,943000,4440000,1711000,6118000,3627000,2347000
512960,STUTTGART SCH DIST 22,ARKANSAS,AR,3,5,1,14918000,2164000,7896000,4858000,14640000,8397000,5764000
512990,SULPHUR ROCK SCH DIST,ARKANSAS,AR,3,5,1,2883000,247000,1296000,1340000,2791000,1731000,1251000
513080,GREENE CO TECH SCH DIST,ARKANSAS,AR,3,5,1,25817000,2567000,16954000,6296000,27011000,15088000,10162000
513110,TEXARKANA SCH DIST 7,ARKANSAS,AR,3,5,1,39265000,5113000,22358000,11794000,40561000,21644000,13951000
513230,JACKSON COUNTY SCHOOL DISTRICT,ARKANSAS,AR,3,5,1,8847000,1034000,5214000,2599000,9396000,4061000,2869000
513260,TURRELL SCH DIST,ARKANSAS,AR,3,5,1,4034000,857000,2621000,556000,3829000,2057000,1325000
513350,VALLEY SPRINGS SCH DIST 2,ARKANSAS,AR,3,5,1,7082000,673000,4831000,1578000,6608000,3960000,2780000
513380,VALLEY VIEW SCH DIST,ARKANSAS,AR,3,5,1,11771000,808000,7375000,3588000,14268000,6171000,4449000
513410,VAN BUREN SCH DIST 42,ARKANSAS,AR,3,5,1,45852000,4763000,27219000,13870000,47825000,25427000,17728000
513440,VAN COVE SCH DIST 1,ARKANSAS,AR,3,5,1,3919000,543000,2717000,659000,3946000,2176000,1422000
513530,VILONIA SCH DIST,ARKANSAS,AR,3,5,1,21506000,2380000,14431000,4695000,21028000,12012000,7833000
513560,VIOLA SCH DIST,ARKANSAS,AR,3,5,1,3257000,382000,1956000,919000,3413000,2077000,1395000
513650,WALDO SCH DIST,ARKANSAS,AR,3,5,1,3172000,586000,2047000,539000,3124000,1931000,1249000
513680,WALDRON SCH DIST,ARKANSAS,AR,3,5,1,13777000,2731000,8597000,2449000,15426000,6819000,4701000
513740,WALNUT RIDGE SCH DIST,ARKANSAS,AR,3,5,1,6049000,632000,3058000,2359000,5645000,3312000,2348000
513930,WATSON CHAPEL SCH DIST 24,ARKANSAS,AR,3,5,1,23162000,2450000,17466000,3246000,22645000,14422000,9717000
513950,WEINER SCH DIST 2,ARKANSAS,AR,3,5,1,3100000,248000,1344000,1508000,2872000,1736000,1232000
514010,WEST FORK SCH DIST 141,ARKANSAS,AR,3,5,1,8872000,493000,6189000,2190000,8664000,4938000,3352000
514020,WESTSIDE SCH DIST,ARKANSAS,AR,3,5,1,4975000,671000,3381000,923000,4829000,2521000,1781000
514040,WEST SIDE GREERS FERRY SCH DIST,ARKANSAS,AR,3,5,1,4241000,698000,1181000,2362000,3945000,2428000,1607000
514140,WHITE HALL SCH DIST 27,ARKANSAS,AR,3,5,1,23301000,1442000,13174000,8685000,24368000,14217000,9860000
514160,WICKES SCH DIST 79,ARKANSAS,AR,3,5,1,6945000,687000,4673000,1585000,6042000,3580000,2384000
514370,WONDERVIEW SCHOOL DISTRICT 2,ARKANSAS,AR,3,5,1,3572000,386000,2358000,828000,3242000,2014000,1402000
514400,WOODLAWN SCH DIST 6,ARKANSAS,AR,3,5,1,4184000,164000,2996000,1024000,4092000,2430000,1679000
514430,WYNNE SCH DIST 9,ARKANSAS,AR,3,5,1,22194000,2622000,14573000,4999000,20810000,13589000,9527000
514490,YELLVILLE-SUMMIT SCH DIST,ARKANSAS,AR,3,5,1,7660000,906000,4943000,1811000,7200000,4340000,2994000
600001,ACTON-AGUA DULCE UNIFIED SCHOOL DIST,CALIFORNIA,CA,3,5,1,13196000,563000,8352000,4281000,13299000,7558000,5451000
600006,ROSS VALLEY SCHOOL DISTRICT,CALIFORNIA,CA,1,5,1,17885000,685000,6984000,10216000,18061000,9602000,6426000
600009,CUYAMA JT UNIFIED SCH DIST,CALIFORNIA,CA,3,5,1,3387000,359000,2042000,986000,3229000,1676000,1036000
600011,FORT SAGE UNIFIED SCHOOL DISTRICT,CALIFORNIA,CA,3,5,1,2645000,217000,1876000,552000,2643000,1286000,941000
600012,TWIN RIDGES ELEM SCH DIST,CALIFORNIA,CA,1,5,1,14593000,488000,12229000,1876000,15069000,8543000,6079000
600013,ROCKLIN UNIF SCHOOL DISTRICT,CALIFORNIA,CA,3,5,1,118419000,2627000,72234000,43558000,124911000,40198000,28660000
600014,HESPERIA UNIF SCHOOL DISTRICT,CALIFORNIA,CA,3,5,1,139294000,10599000,103098000,25597000,129871000,70485000,49936000
600015,LUCERNE VALLEY UNIFIED SCH DT,CALIFORNIA,CA,3,5,1,8443000,860000,4541000,3042000,8157000,4787000,3346000
600016,UPLAND UNIF SCHOOL DISTRICT,CALIFORNIA,CA,3,5,1,87941000,5738000,55890000,26313000,98744000,50806000,37193000
600017,APPLE VALLEY UNIF SCH DIST,CALIFORNIA,CA,3,5,1,127297000,11224000,87942000,28131000,124943000,59602000,40240000
600018,MOUNTAIN VALLEY UNIF SCH DIST,CALIFORNIA,CA,3,5,1,5675000,1236000,3491000,948000,5102000,2858000,1747000
600019,DUBLIN UNIF SCH DISTRICT,CALIFORNIA,CA,3,5,1,78018000,1203000,44753000,32062000,72761000,25404000,17498000
600020,PLEASANTON UNIFIED SCH DIST,CALIFORNIA,CA,3,5,1,159025000,8108000,70359000,80558000,162554000,75592000,55162000
600021,SUNOL GLEN ELEM SCH DIST,CALIFORNIA,CA,1,5,1,2943000,109000,1154000,1680000,2806000,1169000,815000
600022,MENDOTA UNIFIED SCHOOL DIST,CALIFORNIA,CA,3,5,1,21352000,3087000,14720000,3545000,20787000,10240000,6889000
600025,MANHATTAN BEACH UNIFIED SCH DIST,CALIFORNIA,CA,3,5,1,59231000,1786000,26099000,31346000,56770000,32580000,24075000
600026,EL TEJON UNIFIED SCH DIST,CALIFORNIA,CA,3,5,1,11201000,554000,6817000,3830000,11229000,6169000,4119000
600027,LAKE ELSINORE UNIF SCHOOL DIST,CALIFORNIA,CA,3,5,1,176937000,14785000,114636000,47516000,218100000,88937000,62725000
600028,TEMECULA VALLEY UNIF SCHOOL DIST,CALIFORNIA,CA,3,5,1,228489000,8555000,111924000,108010000,271093000,112952000,85058000
600029,MURRIETA VALLEY UNIF SCH DIST,CALIFORNIA,CA,3,5,1,157799000,4701000,79024000,74074000,159302000,80545000,56393000
600031,PACIFIC UNIFIED SCH DT,CALIFORNIA,CA,3,5,1,731000,35000,440000,256000,858000,426000,260000
600032,REDONDO BEACH UNIFIED SCH DT,CALIFORNIA,CA,3,5,1,73626000,3360000,38235000,32031000,78726000,42812000,27285000
600033,DOS PALOS ORO-LOMA JOINT UNIFIED,CALIFORNIA,CA,3,5,1,26792000,3066000,20271000,3455000,29218000,14200000,9243000
600034,WINDSOR UNIFIED SCHOOL DISTRICT,CALIFORNIA,CA,3,5,1,41180000,2193000,18412000,20575000,42870000,20494000,15118000
600035,FARMERSVILLE UNIFIED SCHOOL DISTRICT,CALIFORNIA,CA,3,5,1,21688000,3281000,14968000,3439000,20374000,11789000,7815000
600036,NATOMAS UNIFIED SCHOOL DIST,CALIFORNIA,CA,3,5,1,90731000,3617000,51988000,35126000,125927000,40022000,27349000
600037,FERNDALE UNIFIED SCHOOL DISTRICT,CALIFORNIA,CA,3,5,1,4112000,292000,2359000,1461000,4096000,2311000,1784000
600038,MATTOLE UNIFIED SCHOOL DISTRICT,CALIFORNIA,CA,3,5,1,6973000,243000,5815000,915000,7469000,3994000,2772000
600039,DELHI UNIFIED SCHOOL DISTRICT,CALIFORNIA,CA,3,5,1,21622000,2278000,15636000,3708000,19689000,10709000,7238000
600040,RIVERDALE JOINT UNIFIED SCHOOL DISTR,CALIFORNIA,CA,3,5,1,13791000,1628000,8564000,3599000,13128000,6568000,4467000
600042,WARNER UNIFIED SCHOOL DISTRICT,CALIFORNIA,CA,3,5,1,3661000,531000,1892000,1238000,3561000,2159000,1334000
600043,SCOTTS VALLEY UNIFIED SCHOOL DISTRIC,CALIFORNIA,CA,3,5,1,21166000,841000,8359000,11966000,21184000,10319000,7777000
600044,HEALDSBURG UNIFIED SCHOOL DISTRICT,CALIFORNIA,CA,3,5,1,23561000,1664000,6464000,15433000,24613000,11889000,8591000
600045,ORLAND JOINT UNIFIED SCHOOL DISTRICT,CALIFORNIA,CA,3,5,1,17916000,2216000,11122000,4578000,17688000,10131000,7204000
600046,GONZALES UNIFIED SCHOOL DISTRICT,CALIFORNIA,CA,3,5,1,20526000,3168000,11249000,6109000,19793000,11435000,7706000
600047,TRACY JOINT UNIFIED SCHOOL DISTRICT,CALIFORNIA,CA,3,5,1,134052000,5528000,82395000,46129000,131138000,68025000,47856000
600048,PASO ROBLES JOINT UNIFIED SCHOOL DIS,CALIFORNIA,CA,3,5,1,56905000,6023000,21857000,29025000,58988000,33459000,22872000
600049,COAST UNIFIED SCHOOL DISTRICT,CALIFORNIA,CA,3,5,1,10132000,475000,1827000,7830000,21770000,5317000,3493000
600051,GRIDLEY UNIFIED SCHOOL DISTRICT,CALIFORNIA,CA,3,5,1,16707000,2091000,10537000,4079000,16060000,9420000,6520000
600052,EUREKA CITY UNIFIED SCHOOL DISTRICT,CALIFORNIA,CA,3,5,1,45192000,6577000,24273000,14342000,58271000,26088000,15873000
600060,HUGHSON UNIFIED SCHOOL DISTRICT,CALIFORNIA,CA,3,5,1,18382000,1256000,11177000,5949000,18905000,9707000,6694000
600061,RIVERBANK UNIFIED SCHOOL DISTRICT,CALIFORNIA,CA,3,5,1,27783000,2461000,18314000,7008000,27971000,14927000,9784000
600062,OAKDALE JOINT UNIFIED SCHOOL DISTRIC,CALIFORNIA,CA,3,5,1,44215000,2447000,22639000,19129000,50396000,22614000,15494000
600063,WATERFORD UNIFIED SCHOOL DISTRICT,CALIFORNIA,CA,3,5,1,19546000,1659000,11552000,6335000,17788000,9128000,6352000
600064,PORTERVILLE UNIFIED SCHOOL DISTRICT,CALIFORNIA,CA,3,5,1,122236000,13854000,86937000,21445000,120009000,62411000,43798000
600065,DINUBA UNIFIED SCHOOL DISTRICT,CALIFORNIA,CA,3,5,1,50328000,5815000,38453000,6060000,52142000,25731000,17866000
600067,CARUTHERS UNIFIED SCHOOL DISTRICT,CALIFORNIA,CA,3,5,1,12927000,1725000,8423000,2779000,12532000,6825000,4652000
600068,GOLDEN VALLEY UNIFIED SCHOOL DISTRIC,CALIFORNIA,CA,3,5,1,10544000,432000,5642000,4470000,12193000,5261000,3576000
600069,VALLEY CENTER-PAUMA UNIFIED SCHOOL D,CALIFORNIA,CA,3,5,1,45968000,5592000,22088000,18288000,45408000,25777000,17547000
600073,WEST SIDE ROP,CALIFORNIA,CA,7,5,1,993000,57000,0,936000,948000,461000,330000
600074,NORTH KERN VOC TRAINING CENTER,CALIFORNIA,CA,7,5,1,1442000,3000,0,1439000,1574000,767000,449000
