LEAID	CENSUSID	FIPST	FIPSCO	CMSA	NAME	STNAME	STABBR	SCHLEV	YEAR	CCDNF	TOTALREV	TFEDREV	TSTREV	TLOCREV	TOTALEXP	Z32 - TOTAL SALARIES	Z33
2619580	2.35029E+13	26	57	0	ITHACA PUBLIC SCHS	Michigan	MI	3	95	1	9743000	276000	7947000	1520000	11525000	5608000	3812000
2619620	2.35038E+13	26	75	3520	JACKSON PUB SCHOOL DIST	Michigan	MI	3	95	1	58920000	4451000	38802000	15667000	54927000	32431000	20030000
2619800	2.35058E+13	26	115	352160	JEFFERSON SCHOOLS DIST 8FRL	Michigan	MI	3	95	1	21790000	455000	1584000	19751000	23074000	13303000	8195000
2619830	2.3507E+13	26	139	3000	JENISON SCH DIST	Michigan	MI	3	95	1	29520000	346000	21177000	7997000	28699000	17305000	11357000
2619890	2.35069E+13	26	137	0	JOHANNESBURG-LEWISTON AREA SCOOL	Michigan	MI	3	95	1	5384000	203000	1820000	3361000	5074000	2991000	1867000
2619920	2.3503E+13	26	59	3520	JONESVILLE COMM SCH DIST	Michigan	MI	3	95	1	6379000	192000	5072000	1115000	6242000	3870000	2737000
2619950	2.35039E+13	26	77	3720	KALAMAZOO CTY SCH DIST 1	Michigan	MI	3	95	1	92116000	6348000	60456000	25312000	87538000	53925000	36370000
2620010	2.35051E+13	26	101	0	KALEVA-NORMAN-DICKSON SCH DIST	Michigan	MI	3	95	1	4863000	572000	2744000	1547000	4849000	2488000	1762000
2620050	2.3504E+13	26	79	0	KALKASKA PUB SCHS	Michigan	MI	3	95	1	12187000	554000	4600000	7033000	11159000	6613000	4306000
2620070	2.35025E+13	26	49	2640	KEARSLEY COMM SCH DIST 14	Michigan	MI	3	95	1	22689000	614000	18283000	3792000	20488000	12000000	7221000
2620160	2.35041E+13	26	81	3000	KELLOGGSVILLE SCH DIST 8F	Michigan	MI	3	95	1	13637000	490000	7856000	5291000	14743000	7537000	5062000
2620280	2.35042E+13	26	81	3000	KENOWA HILLS SCHOOL DIST	Michigan	MI	3	95	1	19604000	464000	11521000	7619000	18420000	11665000	7538000
2620310	2.35041E+13	26	81	3000	KENT CITY COMM SCH DIST	Michigan	MI	3	95	1	9470000	431000	7377000	1662000	9030000	5711000	3955000
2620340	2.35042E+13	26	81	3000	KENTWOOD PUBLIC SCHOOL	Michigan	MI	3	95	1	59410000	1485000	33184000	24741000	60721000	30931000	19849000
2620380	2.35028E+13	26	55	0	KINGSLEY AREA SCH DIST	Michigan	MI	3	95	1	5546000	271000	4450000	825000	5849000	3171000	2238000
2620400	2.35079E+13	26	157	352160	KINGSTON COMM SCH DIST 4	Michigan	MI	3	95	1	4336000	373000	3455000	508000	4288000	2444000	1710000
2620550	2.35078E+13	26	155	2640	LAINGSBURG COMM SCH DIST	Michigan	MI	3	95	1	7208000	101000	5919000	1188000	7259000	3993000	2808000
2620610	2.35057E+13	26	113	0	LAKE CITY AREA SCH DIST	Michigan	MI	3	95	1	7394000	465000	4824000	2105000	7318000	4028000	2666000
2620670	2.35025E+13	26	49	2640	LAKE FENTON COMM SCH DIST	Michigan	MI	3	95	1	9881000	152000	7287000	2442000	9423000	5222000	3305000
2620700	2.35031E+13	26	61	0	LAKE LINDEN HUBBELL SCH DIST	Michigan	MI	3	95	1	3221000	185000	2316000	720000	3173000	1784000	1192000
2620730	2.35063E+13	26	125	352160	LAKE ORION COMM SCH DIST	Michigan	MI	3	95	1	43235000	409000	27635000	15191000	43111000	21290000	13584000
2620820	2.35012E+13	26	21	870	LAKESHORE PUB DIST 25	Michigan	MI	3	95	1	14894000	293000	11141000	3460000	14059000	8655000	5744000
2620850	2.35013E+13	26	25	780	LAKEVIEW SCH DIST	Michigan	MI	3	95	1	21249000	333000	16757000	4159000	20689000	13012000	8584000
2620880	2.3505E+13	26	99	352160	LAKEVIEW PUB SCH DIST	Michigan	MI	3	95	1	20291000	287000	16354000	3650000	19254000	11980000	7577000
2620910	2.35059E+13	26	117	3000	LAKEVIEW COMM SCH DIST	Michigan	MI	3	95	1	9437000	508000	6995000	1934000	9183000	5537000	3783000
2620940	2.35026E+13	26	49	2640	LAKEVILLE COMM SCH DIST	Michigan	MI	3	95	1	13947000	559000	11522000	1866000	13879000	8879000	5854000
2620980	2.35034E+13	26	67	4040	LAKEWOOD SCH DIST 3	Michigan	MI	3	95	1	15618000	375000	12662000	2581000	15183000	9095000	6113000
2621120	2.35063E+13	26	125	352160	LAMPHERE SCHOOLS	Michigan	MI	3	95	1	25120000	413000	8688000	16019000	24768000	14208000	7978000
2621150	2.35033E+13	26	65	4040	LANSING CITY SCH DIST	Michigan	MI	3	95	1	169403000	12067000	110752000	46584000	161778000	99473000	55705000
2621180	2.35044E+13	26	87	352160	LAPEER COMM SCHS	Michigan	MI	3	95	1	43225000	1371000	34811000	7043000	42540000	27184000	18168000
2621210	2.3508E+13	26	159	3720	LAWRENCE PUB SCH DIST 24	Michigan	MI	3	95	1	4775000	267000	3579000	929000	4353000	2527000	1826000
2621240	2.3508E+13	26	159	3720	LAWTON COMM SCH DIST 25	Michigan	MI	3	95	1	6764000	188000	5188000	1388000	6310000	3604000	2514000
2621390	2.35045E+13	26	89	0	LELAND SCH DIST 2	Michigan	MI	3	95	1	2884000	73000	1082000	1729000	2708000	1519000	1045000
2621420	2.35049E+13	26	97	0	LESCHENEAUX COMM SCHS	Michigan	MI	3	95	1	2875000	175000	1314000	1386000	2616000	1464000	977000
2621450	2.35033E+13	26	65	4040	LESLIE PUBLIC SCHOOL DISTRICT	Michigan	MI	3	95	1	9736000	388000	7525000	1823000	8409000	5214000	3860000
2621570	2.35081E+13	26	161	350440	LINCOLN CONS SCH DIST	Michigan	MI	3	95	1	24176000	602000	16346000	7228000	32694000	12442000	8013000
2621600	2.35082E+13	26	163	352160	LINCOLN PARK CITY SCH DIST	Michigan	MI	3	95	1	35205000	1968000	28505000	4732000	33297000	21689000	14994000
2621690	2.35025E+13	26	49	2640	LINDEN COMM SCH DIST 34	Michigan	MI	3	95	1	15203000	303000	11310000	3590000	14589000	8543000	5900000
2621750	2.3503E+13	26	59	780	LITCHFIELD COMM SCH DIST	Michigan	MI	3	95	1	3578000	117000	2665000	796000	3434000	2014000	1434000
2621810	2.35024E+13	26	47	0	LITTLEFIELD PUBLIC SCHS	Michigan	MI	3	95	1	2913000	125000	2059000	729000	3864000	1614000	1206000
2621840	2.35082E+13	26	163	352160	LIVONIA PUB SCH DISTRICT	Michigan	MI	3	95	1	140386000	2447000	90889000	47050000	164752000	81357000	49751000
2621870	2.3505E+13	26	99	352160	L'ANSE CREUSE SCHOOL DISTRICT	Michigan	MI	3	95	1	69165000	1387000	48149000	19629000	75802000	37733000	22385000
2622050	2.35041E+13	26	81	3000	LOWELL AREA SCH DIST 1	Michigan	MI	3	95	1	21213000	459000	14699000	6055000	26616000	11616000	7450000
2622200	2.35053E+13	26	105	0	LUDINGTON AREA SCH DIST	Michigan	MI	3	95	1	17360000	611000	7877000	8872000	16244000	9614000	7006000
2622230	2.35049E+13	26	97	0	MACKINAC ISLAND SCH DIST 10	Michigan	MI	3	95	1	1020000	32000	193000	795000	793000	445000	338000
2622260	2.35016E+13	26	31	0	MACKINAW CITY SCH DIST	Michigan	MI	3	95	1	1962000	42000	368000	1552000	1534000	910000	668000
2622290	2.35063E+13	26	125	352160	MADISON PUB SCH DIST	Michigan	MI	3	95	1	18789000	879000	13052000	4858000	21027000	10828000	6415000
2622320	2.35046E+13	26	91	0	MADISON SCHOOL DISTRICT	Michigan	MI	3	95	1	4902000	176000	3089000	1637000	4732000	2761000	1820000
2622350	2.35005E+13	26	9	0	MANCELONA SCH DIST	Michigan	MI	3	95	1	6265000	346000	3430000	2489000	5731000	3380000	2317000
2622380	2.35081E+13	26	161	350440	MANCHESTER PUBLIC SCHOOL DIST	Michigan	MI	3	95	1	7423000	150000	5706000	1567000	7250000	4089000	2512000
2622410	2.35051E+13	26	101	0	MANISTEE AREA PUBLIC SCHS	Michigan	MI	3	95	1	10014000	608000	6378000	3028000	10056000	6010000	4249000
2622470	2.35077E+13	26	153	0	MANISTIQUE AREA SCHOOLS	Michigan	MI	3	95	1	7712000	556000	5016000	2140000	7360000	4213000	2644000
2622500	2.35083E+13	26	165	0	MANTON CONS SCH DIST 5	Michigan	MI	3	95	1	5046000	334000	4147000	565000	4739000	2943000	2076000
2622620	2.35023E+13	26	45	4040	MAPLE VALLEY SCHOOL DIST	Michigan	MI	3	95	1	8354000	325000	7123000	906000	8162000	5218000	3678000
2622740	2.35014E+13	26	27	0	MARCELLUS SCHOOL DIST	Michigan	MI	3	95	1	5753000	270000	4617000	866000	5666000	3137000	1860000
2622770	2.35027E+13	26	53	0	MARENISCO TWP SCH DIST 5	Michigan	MI	3	95	1	997000	111000	489000	397000	993000	561000	402000
2622800	2.35067E+13	26	133	0	MARION TWP SCHOOL DIST	Michigan	MI	3	95	1	4538000	311000	3084000	1143000	4450000	2583000	1748000
2622830	2.35014E+13	26	25	780	MAR-LEE CONS SCHOOL DIST	Michigan	MI	1	95	1	1548000	71000	1311000	166000	1572000	786000	577000
2622860	2.35076E+13	26	151	352160	MARLETTE COMM SCH DIST	Michigan	MI	3	95	1	8355000	555000	6857000	943000	7953000	4599000	3191000
2622970	2.35013E+13	26	25	780	MARSHALL PUBLIC SCH DIST	Michigan	MI	3	95	1	15596000	302000	10876000	4418000	18718000	9172000	6097000
2622980	2.35003E+13	26	5	0	MARTIN PUBLIC SCHOOLS	Michigan	MI	3	95	1	4849000	235000	3921000	693000	4829000	2844000	1910000
2623040	2.35074E+13	26	147	352160	MARYSVILLE PUB SCH DIST	Michigan	MI	3	95	1	13782000	290000	9366000	4126000	13190000	7339000	5196000
2623070	2.35033E+13	26	65	4040	MASON PUBLIC SCHOOLS 11	Michigan	MI	3	95	1	21850000	309000	16839000	4702000	20765000	12975000	8783000
2623100	2.35058E+13	26	115	352160	MASON CONS SCH DIST 2	Michigan	MI	3	95	1	9279000	340000	6575000	2364000	8822000	5846000	3291000
2623130	2.35053E+13	26	105	0	MASON CO CENTRAL SCH DIST	Michigan	MI	3	95	1	9983000	623000	7528000	1832000	10189000	5828000	3551000
2623160	2.35053E+13	26	105	0	MASON CO EASTERN SCH DIST	Michigan	MI	3	95	1	3999000	235000	2934000	830000	5891000	2023000	1393000
2623250	2.3508E+13	26	159	3720	MATTAWAN CONS SCH DIST 26	Michigan	MI	3	95	1	14827000	232000	11291000	3304000	13985000	8143000	5583000
2623280	2.35079E+13	26	157	352160	MAYVILLE COMM DIST 10	Michigan	MI	3	95	1	7624000	405000	6417000	802000	7396000	4518000	3170000
2623310	2.35057E+13	26	113	0	MC BAIN RURAL AGR SCHOOL DIST	Michigan	MI	3	95	1	5692000	271000	4353000	1068000	5487000	3125000	2140000
2623460	2.35082E+13	26	163	352160	MELVINDALE N ALLEN PK SCH DIST	Michigan	MI	3	95	1	17268000	632000	10104000	6532000	16498000	9322000	5206000
2623490	2.35074E+13	26	147	352160	MEMPHIS COMMON SCH DIST	Michigan	MI	3	95	1	5607000	227000	4507000	873000	5265000	3251000	2214000
2623520	2.35075E+13	26	149	3720	MENDON COMM SCH DIST 7	Michigan	MI	3	95	1	4013000	138000	3216000	659000	3992000	2473000	1533000
2623550	2.35055E+13	26	109	0	MENOMINEE PUBLIC SCHS	Michigan	MI	3	95	1	13340000	407000	10385000	2548000	12969000	7630000	5202000
2623580	2.35056E+13	26	111	6960	MERIDIAN PUB SCH DIST 4	Michigan	MI	3	95	1	10370000	440000	7846000	2084000	10598000	5848000	3744000
2623610	2.35073E+13	26	145	6960	MERRILL COMMUNITY DIST 5	Michigan	MI	3	95	1	6061000	255000	4874000	932000	5626000	3464000	2327000
2623670	2.35083E+13	26	165	0	MESICK CONS SCH DIST 6	Michigan	MI	3	95	1	4871000	338000	3528000	1005000	4485000	2430000	1625000
2623790	2.35038E+13	26	75	3520	MICHIGAN CENTER SCH DIST	Michigan	MI	3	95	1	7154000	255000	5647000	1252000	7002000	4154000	2775000
2623820	2.35056E+13	26	111	6960	MIDLAND PUBLIC SCHOOLS	Michigan	MI	3	95	1	70631000	1029000	33866000	35736000	66322000	43074000	27128000
2623830	2.35021E+13	26	41	0	MID PENINSULA SCHOOL	Michigan	MI	3	95	1	2668000	196000	1635000	837000	2604000	1451000	1002000
2623850	2.35081E+13	26	161	350440	MILAN AREA SCH DIST	Michigan	MI	3	95	1	14669000	333000	9851000	4485000	13215000	8416000	4956000
2623910	2.35079E+13	26	157	2640	MILLINGTON COMM SCH DIST	Michigan	MI	3	95	1	9959000	327000	8437000	1195000	9965000	5819000	4012000
2624000	2.35068E+13	26	135	0	MIO-AU SABLE SCH DIST	Michigan	MI	3	95	1	4998000	436000	2988000	1574000	4604000	2658000	1946000
2624120	2.35062E+13	26	121	5320	MONA SHORES SCH DIST 29	Michigan	MI	3	95	1	22092000	522000	16067000	5503000	19964000	12134000	8611000
2624150	2.35058E+13	26	115	352160	MONROE SCH DIST	Michigan	MI	3	95	1	47211000	1958000	27423000	17830000	44183000	26755000	17026000
2624180	2.35061E+13	26	121	5320	MONTAGUE PUB SCH DIST 2	Michigan	MI	3	95	1	9190000	268000	6509000	2413000	15290000	5078000	3455000
2624420	2.35025E+13	26	49	2640	MONTROSE COMM SCH DIST	Michigan	MI	3	95	1	11318000	443000	9569000	1306000	10871000	6853000	4584000
2624540	2.35049E+13	26	97	0	MORAN TWP SCH DIST 6	Michigan	MI	1	95	1	780000	48000	2000	730000	981000	411000	283000
2624570	2.35046E+13	26	91	0	MORENCI AREA SCH DIST 10	Michigan	MI	3	95	1	5600000	146000	4711000	743000	5840000	3130000	2148000
2624600	2.35054E+13	26	107	0	MORLEY STANWOOD COMM SCH DIST	Michigan	MI	3	95	1	7608000	546000	5813000	1249000	7708000	4596000	3251000
2624630	2.35078E+13	26	155	2640	MORRICE AREA SCHOOLS	Michigan	MI	3	95	1	4114000	99000	3480000	535000	4638000	2378000	1579000
2624690	2.3505E+13	26	99	352160	MT CLEMENS COMM SCH DIST	Michigan	MI	3	95	1	25285000	2292000	17342000	5651000	30197000	13833000	9153000
2624720	2.35025E+13	26	49	2640	MT MORRIS CON SCH DIST 3	Michigan	MI	3	95	1	19689000	1146000	15955000	2588000	18417000	11439000	7661000
2624750	2.35037E+13	26	73	0	MT PLEASANT CITY SCH DIST	Michigan	MI	3	95	1	32301000	1430000	21547000	9324000	33944000	17450000	11569000
2624810	2.35002E+13	26	3	0	MUNISING CITY SCH DIST 3	Michigan	MI	3	95	1	6572000	365000	4223000	1984000	5772000	3159000	2231000
2624840	2.35061E+13	26	121	5320	MUSKEGON PUB SCH DIST	Michigan	MI	3	95	1	60600000	5662000	40474000	14464000	57641000	34315000	20246000
2624870	2.35061E+13	26	121	5320	MUSKEGON HEIGHTS CITY SCHOOL DIS	Michigan	MI	3	95	1	21173000	3135000	15483000	2555000	20406000	11296000	6660000
2624960	2.35038E+13	26	75	3520	NAPOLEON SCHOOL DIST	Michigan	MI	3	95	1	9276000	179000	6545000	2552000	9031000	4831000	3060000
2625020	2.35052E+13	26	103	0	NEGAUNEE PUBLIC SCHOOLS	Michigan	MI	3	95	1	10455000	347000	7931000	2177000	9868000	5763000	4092000
2625140	2.35011E+13	26	21	870	NEW BUFFALO SCH DIST 47	Michigan	MI	3	95	1	6071000	272000	622000	5177000	5144000	3027000	2063000
2625230	2.3505E+13	26	99	352160	NEW HAVEN COMM SCH DIST	Michigan	MI	3	95	1	6913000	260000	4967000	1686000	6312000	3561000	2333000
2625290	2.35078E+13	26	155	2640	NEW LOTHROP AREA SCH DIST	Michigan	MI	3	95	1	5219000	74000	4319000	826000	5003000	2967000	2062000
2625320	2.35062E+13	26	123	0	NEWAYGO SCHOOL DISTRICT	Michigan	MI	3	95	1	14566000	1406000	10945000	2215000	14414000	8597000	4495000
2625350	2.35049E+13	26	95	0	TAHQUAMENON AREA SCHS	Michigan	MI	3	95	1	7190000	701000	4515000	1974000	6807000	3862000	2677000
2625400	2.35052E+13	26	103	0	NICE COMMUNITY SCH DIST	Michigan	MI	3	95	1	10583000	231000	8226000	2126000	9918000	6031000	4187000
2625560	2.35011E+13	26	21	870	NILES SCHOOL DISTRICT	Michigan	MI	3	95	1	26551000	1808000	19211000	5532000	24924000	15155000	9510000
2625650	2.3503E+13	26	59	3520	NORTH ADAMS PUB SCH DIST	Michigan	MI	3	95	1	3165000	111000	2514000	540000	3123000	1767000	1241000
2625680	2.35044E+13	26	87	352160	NORTH BRANCH AREA SCH DIST	Michigan	MI	3	95	1	13180000	409000	10491000	2280000	16118000	7720000	5470000
2625740	2.35082E+13	26	163	352160	GROSSE POINTE SCH DIST	Michigan	MI	3	95	1	71220000	410000	47560000	23250000	69775000	43251000	29395000
2625780	2.35032E+13	26	63	0	NORTH HURON SCH DIST 6	Michigan	MI	3	95	1	4411000	216000	2898000	1297000	4135000	2581000	1777000
2625800	2.35061E+13	26	121	5320	NO MUSKEGON PUBLIC SCHOOLS DIST	Michigan	MI	3	95	1	4540000	40000	3471000	1029000	4722000	2744000	1881000
2625920	2.35045E+13	26	89	0	NORTHPORT SCH DIST 1	Michigan	MI	3	95	1	2718000	68000	953000	1697000	2894000	1370000	912000
2625950	2.35042E+13	26	81	3000	NORTHVIEW PUBLIC SCH DIST	Michigan	MI	3	95	1	22447000	366000	14729000	7352000	19716000	12317000	8326000
2625980	2.35082E+13	26	163	352160	NORTHVILLE PUBLIC SCHOOL DIST	Michigan	MI	3	95	1	42988000	442000	25229000	17317000	40597000	24078000	15297000
2626010	2.35038E+13	26	75	3520	NORTHWEST SCHOOL DIST	Michigan	MI	3	95	1	19403000	458000	14338000	4607000	19574000	10962000	6871000
2626040	2.35022E+13	26	43	0	NORWAY-VULCAN AREA SCH DIST	Michigan	MI	3	95	1	5590000	164000	4036000	1390000	5208000	2759000	1943000
2626100	2.35076E+13	26	149	0	NOTTAWA COMM SCH DIST	Michigan	MI	1	95	1	906000	50000	761000	95000	933000	473000	394000
2626130	2.35063E+13	26	125	352160	NOVI COMM SCH DIST FR	Michigan	MI	3	95	1	41646000	370000	20497000	20779000	51883000	22437000	14692000
2626190	2.35063E+13	26	125	352160	OAK PARK SCH DIST	Michigan	MI	3	95	1	29041000	2585000	16563000	9893000	28132000	14670000	8891000
2626220	2.35062E+13	26	121	5320	OAKRIDGE SCHOOL DIST	Michigan	MI	3	95	1	10475000	409000	8434000	1632000	10168000	6106000	4218000
2626280	2.35033E+13	26	65	4040	OKEMOS PUBLIC SCH DIST	Michigan	MI	3	95	1	39797000	207000	23102000	16488000	49536000	18753000	10667000
2626370	2.35023E+13	26	45	4040	OLIVET COMM SCH DIST	Michigan	MI	3	95	1	7678000	232000	5692000	1754000	7731000	4190000	2857000
2626400	2.35071E+13	26	141	0	ONAWAY AREA SCHOOL DIST	Michigan	MI	3	95	1	5012000	404000	3158000	1450000	5080000	2725000	1917000
2626430	2.35023E+13	26	45	4040	ONEIDA TWP SCH DIST 3	Michigan	MI	3	95	1	77000	0	0	77000	117000	40000	39000
2626490	2.35051E+13	26	101	0	ONEKAMA CONS SCH DIST 7	Michigan	MI	3	95	1	3670000	115000	2254000	1301000	3238000	2043000	1277000
2626520	2.35046E+13	26	91	0	ONSTED COMM SCH DIST 5	Michigan	MI	3	95	1	8807000	159000	7171000	1477000	8467000	5184000	3571000
2626550	2.35066E+13	26	131	0	ONTONAGON AREA SCH DIST 1	Michigan	MI	3	95	1	4433000	218000	2969000	1246000	4271000	2572000	1757000
2626760	2.35061E+13	26	121	5320	ORCHARD VIEW SCHOOL DIST	Michigan	MI	3	95	1	17815000	1416000	13518000	2881000	19080000	10893000	6281000
2626940	2.35031E+13	26	61	0	OSCEOLA TWP SCH DIST	Michigan	MI	3	95	1	1701000	86000	1330000	285000	1620000	957000	678000
2626970	2.35035E+13	26	69	0	OSCODA AREA SCH DIST	Michigan	MI	3	95	1	14259000	2771000	7573000	3915000	14623000	8887000	5845000
2627060	2.35003E+13	26	5	3720	OTSEGO PUBLIC SCHOOLS	Michigan	MI	3	95	1	13296000	361000	9407000	3528000	12493000	7647000	5114000
2627150	2.35019E+13	26	37	4040	OVID-ELSIE AREA SCHOOLS	Michigan	MI	3	95	1	10246000	332000	8959000	955000	9774000	5956000	3998000
2627180	2.35032E+13	26	63	0	OWENDALE GAGETOWN SCH DIST	Michigan	MI	3	95	1	2224000	114000	1696000	414000	1874000	1017000	685000
2627210	2.35078E+13	26	155	2640	OWOSSO PUBLIC SCH DIST	Michigan	MI	3	95	1	23757000	1013000	19280000	3464000	23307000	14528000	10212000
2627240	2.35063E+13	26	125	352160	OXFORD AREA COMM SCHOOL DIST 7	Michigan	MI	3	95	1	22254000	575000	14928000	6751000	20305000	11500000	7070000
2627390	2.35034E+13	26	67	4040	PALO SCH DIST 8	Michigan	MI	1	95	1	1285000	62000	1085000	138000	1182000	671000	502000
2627420	2.35039E+13	26	77	3720	PARCHMENT CITY SCH DIST 40	Michigan	MI	3	95	1	15863000	673000	12580000	2610000	14970000	9431000	4619000
2627660	2.3508E+13	26	159	3720	PAW PAW PUB SCH DIST 27	Michigan	MI	3	95	1	11578000	367000	8411000	2800000	11125000	6676000	4395000
2627690	2.35076E+13	26	151	0	PECK COMM SCHOOL DIST	Michigan	MI	3	95	1	2908000	137000	2442000	329000	2814000	1624000	1093000
2627720	2.35024E+13	26	47	0	PELLSTON PUBLIC SCHS	Michigan	MI	3	95	1	4647000	176000	2492000	1979000	6834000	2436000	1663000
2627810	2.35013E+13	26	25	780	PENNFIELD SCHS	Michigan	MI	3	95	1	10780000	273000	8320000	2187000	10287000	5954000	4056000
2627840	2.35064E+13	26	127	5320	PENTWATER PUBLIC SCHOOLS	Michigan	MI	3	95	1	2847000	129000	1417000	1301000	2579000	1407000	940000
2627900	2.35078E+13	26	155	2640	PERRY PUBLIC SCH DIST	Michigan	MI	3	95	1	12553000	432000	8961000	3160000	16105000	6402000	4480000
2627930	2.35024E+13	26	47	0	PETOSKEY PUBLIC SCHS	Michigan	MI	3	95	1	17237000	317000	9186000	7734000	16183000	8974000	6706000
2627960	2.3502E+13	26	37	4040	PEWAMO-WESTPHALIA COMM SCHOOL DI	Michigan	MI	3	95	1	3864000	99000	3398000	367000	3617000	2299000	1624000
2628020	2.35017E+13	26	33	0	PICKFORD PUB SCH DIST	Michigan	MI	3	95	1	3357000	127000	2321000	909000	3362000	1791000	880000
2628140	2.35047E+13	26	93	352160	PINCKNEY COMM SCH DIST 2	Michigan	MI	3	95	1	25504000	422000	16588000	8494000	23603000	11760000	8852000
2628170	2.35009E+13	26	17	6960	PINCONNING AREA SCH DIST	Michigan	MI	3	95	1	12954000	1166000	10294000	1494000	12360000	7778000	5129000
2628200	2.35067E+13	26	133	0	PINE RIVER AREA SCH DIST	Michigan	MI	3	95	1	8266000	596000	6311000	1359000	7713000	4525000	3002000
2628500	2.3503E+13	26	59	0	PITTSFORD AREA SCHOOLS	Michigan	MI	3	95	1	4873000	211000	4071000	591000	4601000	2830000	2072000
2628530	2.35003E+13	26	5	3720	PLAINWELL COMM SCH DIST 1	Michigan	MI	3	95	1	15817000	497000	11571000	3749000	15393000	9713000	6467000
2628560	2.35082E+13	26	163	352160	PLYMOUTH-CANTON COMM SCH DIST	Michigan	MI	3	95	1	100245000	2192000	71060000	26993000	112134000	60240000	37686000
2628740	2.35063E+13	26	125	352160	PONTIAC CITY SCH DIST	Michigan	MI	3	95	1	102574000	7735000	61398000	33441000	98612000	52952000	34189000
2628810	2.35032E+13	26	63	0	PORT HOPE SCH DIST 11	Michigan	MI	3	95	1	1241000	84000	787000	370000	1042000	646000	426000
2628830	2.35074E+13	26	147	352160	PORT HURON AREA SCH DIST	Michigan	MI	3	95	1	77451000	4390000	57592000	15469000	74628000	45824000	31091000
2628890	2.35031E+13	26	61	0	HOUGHTON-PORTAGE TWP SCH DIST	Michigan	MI	3	95	1	7150000	294000	5109000	1747000	6933000	3875000	2632000
2628950	2.35039E+13	26	77	3720	PORTAGE PUB SCH DIST	Michigan	MI	3	95	1	54051000	652000	33848000	19551000	58196000	30970000	20190000
2629120	2.35034E+13	26	67	4040	PORTLAND PUBLIC SCHOOLS	Michigan	MI	3	95	1	11471000	251000	8495000	2725000	10804000	6078000	4223000
2629130	2.35071E+13	26	141	0	POSEN CONS SCH DIST 9	Michigan	MI	3	95	1	2451000	168000	1460000	823000	2902000	1172000	855000
2629160	2.35023E+13	26	45	4040	POTTERVILLE PUBLIC SCH DIST	Michigan	MI	3	95	1	6617000	194000	4815000	1608000	6036000	3526000	1907000
2629190	2.35052E+13	26	103	0	POWELL TWP SCH DIST 12	Michigan	MI	1	95	1	767000	42000	272000	453000	713000	390000	269000
2629220	2.35055E+13	26	109	0	NORTH CENTRAL AREA SCHS	Michigan	MI	3	95	1	3678000	160000	2833000	685000	4686000	1932000	1279000
2629250	2.35012E+13	26	23	0	QUINCY COMM SCH DIST	Michigan	MI	3	95	1	7576000	366000	5986000	1224000	7128000	4419000	3195000
2629340	2.35021E+13	26	41	0	RAPID RIVER SCHOOL DIST	Michigan	MI	3	95	1	3444000	284000	2283000	877000	3102000	1789000	1187000
2629370	2.35061E+13	26	121	5320	RAVENNA SCH DIST 24	Michigan	MI	3	95	1	6911000	229000	5836000	846000	6398000	3609000	2324000
2629400	2.3503E+13	26	59	0	READING COMM SCH DIST	Michigan	MI	3	95	1	5617000	311000	4222000	1084000	5523000	3070000	2112000
2629460	2.35082E+13	26	163	352160	REDFORD UNION SCH DIST	Michigan	MI	3	95	1	40000000	1548000	29735000	8717000	37310000	23285000	13551000
2629490	2.35067E+13	26	133	0	REED CITY SCHOOL DIST 7	Michigan	MI	3	95	1	11531000	677000	8161000	2693000	11471000	6436000	4195000
2629520	2.35079E+13	26	157	6960	REESE PUBLIC SCH DIST 7	Michigan	MI	3	95	1	6242000	451000	4883000	908000	6479000	3554000	2399000
2629540	2.35061E+13	26	121	5320	REETHS PUFFER SCH DIST 14	Michigan	MI	3	95	1	27007000	743000	19581000	6683000	28493000	15140000	9926000
2629580	2.35052E+13	26	103	0	REPUBLIC MICHIGAMME SCHL DIST	Michigan	MI	3	95	1	1967000	67000	1091000	809000	1889000	1053000	673000
2629670	2.3505E+13	26	99	352160	RICHMOND COMM S DIST	Michigan	MI	3	95	1	10259000	338000	7886000	2035000	9675000	5873000	3879000
2629760	2.35082E+13	26	163	352160	RIVER ROUGE CITY SCHOOL DIST	Michigan	MI	3	95	1	25601000	2087000	10504000	13010000	37405000	10699000	6974000
2629790	2.35011E+13	26	21	870	RIVER VALLEY SCH DIST	Michigan	MI	3	95	1	8873000	269000	5605000	2999000	9307000	5505000	3692000
2629910	2.35082E+13	26	163	352160	RIVERVIEW COMM SCH DIST	Michigan	MI	3	95	1	15541000	372000	10806000	4363000	19129000	8860000	6012000
2629940	2.35063E+13	26	125	352160	ROCHESTER COMM SCHS	Michigan	MI	3	95	1	97586000	826000	67861000	28899000	90269000	53675000	33429000
2630030	2.35041E+13	26	81	3000	ROCKFORD SCH DIST 1 FR	Michigan	MI	3	95	1	39566000	530000	27102000	11934000	37366000	21679000	14795000
2630060	2.35071E+13	26	141	0	ROGERS CITY AREA SCH DIST	Michigan	MI	3	95	1	4714000	159000	3143000	1412000	4444000	2432000	1633000
2630090	2.3505E+13	26	99	352160	ROMEO COMM SCH DIST	Michigan	MI	3	95	1	30597000	733000	22929000	6935000	29709000	18272000	11104000
2630120	2.35082E+13	26	163	352160	ROMULUS COMMUNITY SCHS	Michigan	MI	3	95	1	34563000	1268000	19560000	13735000	30773000	18303000	11253000
